order,name,description,privacy_policy,genre,age,origin_url
27,"Horror Adventure (PS4 & PSVR) Edition (English, Japanese, Traditional Chinese)","Horror Adventure is a interactive experience set in a procedurally generated haunted house. You're a paranormal investigator and you find yourself exploring what appears to be a old abandoned manor.You will be able to interact with basic items and limited tools at your disposal. The procedurally generated random house will create random locations and scares for you. So make sure to keep your eyes open at all the times, put your headphones on and enjoy the game!Features:1. Fully immersive interactive gameplay which allow the player to control various handheld elements.2. Procedurally generated random house to increase the scare factor and replayability.3. Featuring different demonic entities, each designed specifically according to the procedural nature of the levels.4. Save/Load feature so that you can take a breather in between.5. This Bundle supports both PS4 and PSVR Version of the Game.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,"Action, Horror",16,https://store.playstation.com/en-sg/product/EP8934-CUSA25974_00-0649144169063642
11,"Time Carnage (Simplified Chinese, English)","Time Carnage is a frantic VR survival shooter. Travel through time and wreak havoc through worlds swarming with dinosaurs, monsters, robots and zombies. Unlock and upgrade your arsenal to survive the onslaught!Choose your weapons wisely as you’ll manically swap out active guns on the fly in a 16-tier Campaign or Custom Arcade Mode complete with perks, challenges and mystery items. Immerse yourself in a post-apocalyptic world, prehistoric jungle, icy wasteland and a futuristic metropolis. For each zone you’ll handpick a selection of guns to suit your play style and battle with a timed-reload system as you unlock an arsenal of over 25 mix-and-match dual wielding weapons. Shoot, drop, switch, repeat!",,"Action, Shooter, Action",16,https://store.playstation.com/en-sg/product/EP4459-CUSA10391_00-TIMECARNAGEPS4VR
8,A Fungus In My Garden (English),"Would you dare face ‘something’ way bigger than you? Would you dare become the hero the Kingdom needs?A Fungus In My Garden is a FPS where you have to fight giant ‘Seeders’ and the mutant insects they summon.You will have two magical weapons and you’ll use them to defend yourself from their attacks and to fight in melee and range. Learn the power of your weapons and take them to the limit. Submerge yourself in an adventure full of adrenaline. Discover a beautifully creepy and dangerous fantasy world and fight for the Kingdom, it’s people and your own life in a breathtaking episodic game.Watch the innovatively narrated story with comic book style illustrations, micro animations and exclusive music and SFX that enhance the art and storytelling.Are you ready? Do you dare take up the task and transform yourself from player to hero?In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor",,"Shooter, Action",7,https://store.playstation.com/en-sg/product/UP5737-CUSA29089_00-3308644092517399
12,Baby Hands (English),"Hilarious retro parodies! Experience the world through the eyes, ears and chubby little hands of a baby in the 90's! Crawl your way through a zany retro sandbox experience, filled with imagination and fun! Unlock achievements, solve puzzles and hunt for hidden objects in a world of giant furniture, cute stuffed animals and awesome old toys! Use your imagination to unlock cool mini-games, and to bring your toys to life!In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor",,"Puzzle, Simulation, Simulator",3,https://store.playstation.com/en-sg/product/UP5333-CUSA29100_00-CWBH000000000001
17,"Yupitergrad (English, Korean, Traditional Chinese)","Yupitergrad is a plunger-driven cosmonaut game where you can swing through a space station in style – all in cel-shaded graphics. Can you believe that grappling hooks are the definitive way of locomotion in a place like this? It's a one-of-a-kind experience, where VR platformer meets puzzles in a single-player campaign. It also gives you arcade thrills with Time Attack mode. All of this is soaked in a delicious dieselpunk sauce. - Finally, a dynamic VR platformer without the risk of motion sickness. - Indiana Jones-like navigation where you use grappling hooks and boosters? It's like a jam and peanut butter combination. - Campaign with over 50 levels, wacky plot, and a dose of Slavic humor and dad jokes. - Everyone loves environmental puzzles – and we have them! - Time Attack mode will have you swinging through 30 arcade levels, complete with leaderboards. - List of energetic and atmospheric tracks. - Unique dieselpunk-in-space vibe. - Easy to learn! You need only two minutes to start swinging.",https://gamedust.co/privacy-policy,"Action, Arcade",7,https://store.playstation.com/en-sg/product/HP4726-CUSA29663_00-6251394729042747
1,SURV1V3 (English),"This product entitles you to download both the digital PS4™ version and the digital PS5™ version of this game.Forget what you have played so far, SURV1V3 is a unique realistic zombie survival fps game expressly designed for VIRTUAL REALITY that will let you test your survival skills. Play the thrilling story in single mode or coop with your friend (up to 4 players) and survive the apocalypse!INFECTION DAY 407It has been over a year since an unknown Seadornavirus released the V1V3 Virus. The first cases of the V1V3 Virus were report on the 14th November 2018, spreading it's deadly effects among world killing billions of people. Will humanity survive V1V3? Someone is supposing a cure can be found…Fire, run, hide yourself, lockpick, pretend to be a zombie, be smart, plan your moves and coordinate with your teammates!SURV1V3 is this and much more… starting from the infamous city of Santa Carla, narrow rotten sewers… endless creepy scenarios, scary situations and challenging tasks, until you meet the mysterious man who may be able to save the world.FEATURESHow does it feel to fight side-by-side with someone, knowing that your life depends on him because you know you can’t do it alone? Will you be able to find your way knowing that the right one means salvation, while the wrong one means certain doom?In SURV1V3 you will have a chance to face your answers, but you’re warned… Reality is damn scary!UP TO 4 ONLINE PLAYERS COOPUnexpected cooperative and pervasive dynamics will take place when living the experience together with your friend, making the challenge even more exciting.HUGE FREE ROAMING MAPSHuge and fully explorable levels, including many buildings that are fully explorable to scavenging loot, pushing the player to a nonlinear approach to gameplay;3 GAME MODESStory: more than 18 hours of gameplay to complete the thrilling story!Trials: classic horde, defense mode, escape modeSurvival: leveling, crafting, feeding, fighting!FULLY SIMULATED WEAPONSRifles, machine guns, snipers, shotguns, handguns, bow: real bullet physics, reload gestures, realistic recoil & bloom effects, manually attach and remove weapons accessories.IMMERSIVE REALISMNo HUD at all to be as immersive as possible, any option, dialogue, interaction menu is managed through a realistic military tablet. Fully simulated player’s body, true life weapons reload, realistic zombie perception system, friendly fire.",,Horror,18,https://store.playstation.com/en-sg/product/UP7324-PPSA14256_00-0405253012333808
25,"Fracked (English, Japanese)","IT’S THE END OF THE FRACKING WORLDFrom the creators of Phantom: Covert Ops, Fracked is the trailblazing new VR action adventure that seamlessly collides relentless gunfights with free skiing, running and climbing. Stranded in a remote mountain facility, you play as a reluctant hero forced into a final stand between the planet and a legion of interdimensional enemies. Take aim and run head-first into the action as you shoot, ski, and climb your way across an extreme adventure. Uncompromised, audacious and stylish, Fracked grabs PS VR by the Moves and delivers an ass kicking VR game that’s also enhanced for PS5™.BE THE ACTION HEROExperience innovative VR gunplay that blends improvised run and gun combat with 1:1 grabbable cover.  Move freely around the battlefield to outflank, outsmart, and outgun your foes using deadly, fully interactive weapons.FEEL THE ADVENTURESeamlessly transition between a host of free movement methods. Physically lean on your skis to master slopes at high speed and reach out and hold on for your life as you climb and zipline far above the ground.  No rails. No limits. No mercy.SAVE THE PLANETTake on an interdimensional army that combines hive mind mentality with gun-wielding supremacy.  Fracked is in-your-face action with a cutting commentary on corporate greed and the climate change emergency. Save the day, to save the world.MADE FOR PLAYSTATION®VR & PLAYSTATION®MOVEFracked pulls the action-adventure genre to revolutionary new heights through intuitive 1:1 VR gameplay, motion control and free movement. Experience further enhancements on PS5™, including improved framerate,  loading times and uncapped dynamic resolutionIn addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",https://www.ndreams.com/company/terms-and-conditions/,"Action, Adventure",16,https://store.playstation.com/en-sg/product/UP2985-CUSA27482_00-7128389828211774
18,"Konrad's Kittens - Cat Theme Bundle (Simplified Chinese, English, Japanese)","Contains the game Konrad's Kittens, 3 dynamic Themes with cute cats and 8 kitten Avatars.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor",,"Simulation, Educational, Family",3,https://store.playstation.com/en-sg/product/EP2846-CUSA09683_00-KONRADTHEKITTEN2
7,"Minecraft Deluxe Collection (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Experience all the different ways to explore, survive, and build in Minecraft with Minecraft Deluxe Collection!Browse endless community created content in the Minecraft Marketplace, discover new play styles through different maps, and express yourself with Character Creator items and emotes. Gather your friends or gear up for a solo mission, you’re ready for all the many ways to play Minecraft! The Deluxe Collection includes this added content in addition to Minecraft:1600 Tokens; five maps (Skyblock One Block, Hacker Tools, Pets Collection, Parkour Spiral, and Original Bed Wars); three skin packs (Spy Mobs, Cute Anime Teens, and Cute Mob Skins), one texture pack (Clarity), five Character Creator items, and three emotes.",,"Adventure, Arcade, Unique",,https://store.playstation.com/en-sg/product/EP4433-CUSA00265_00-MINECRAFTDLUXCOL
14,"DragonRideVR (Simplified Chinese, English, Japanese)","Become a DragonRider!DragonRideVR is an interactive fantasy experience with 7 game modes that immerses you into 10 stunning magical worlds. Fly your own dragon or choose from a variety of preset rides and game settings. Test your marksmanship by shooting targets and balloons or, swing your swords to the beat of the music in RhythmRide!Game features:  •	Collect crystals as you play and customize your dragon and accessories.•	Immerse yourself in 10 fantasy worlds •	Choose to fly your own Dragon or let it take you for a ride while you relax and take in the view! Dragon Rides: Hop on the back of a dragon for a pre-set ride! Choose from walking, flying, swimming, and even underwater diving! Panoramic Views: Take in the beauty of the different worlds in a stationary view mode. Rhythm Ride: Swing your swords to the musical beats! Pop the balloons and break the targets as you fly towards them on the back of the dragon. Be sure to match up the color and direction to get maximum points!25 hand-crafted songs with 5 difficulty levels.5 ride types: From smooth to the more challenging wild ride! Unlock custom options as you progress. These rides are not only easy to play, but they're a great workout! Target Games: Shoot targets and balloons on the back of a dragon, automatically activate magic spells (while they last) to help improve your score! Find the 9 Power-Up spells within the game. FreeFly - You control the dragon!Explore Mode: Play for hours,  collect Crystals and find the Secrets. Explore the magical worlds on your terms.Egg Hunt: Find the lost dragon eggs before time runs out!Balloon Hunt: Pop balloons to get as many points as possible!In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",,"Action, Family, Music/Rhythm",3,https://store.playstation.com/en-sg/product/UP5673-CUSA18293_00-DRAGONRIDEVR0001
23,YUKI (English),"New Free Update with Endless Mode! Beat your friends on Global Leaderboards for each Bladewing and intensity level!YUKI is an upbeat mix of the bullet-hell and roguelike game genres in VR, set in an incredible anime universe. Step into the wild imagination of a child and fly through multidimensional worlds holding her favorite action character, Yuki. Use your hands to fly Yuki and dodge loads of bullets and obstacles that cross your path! Groove to the sound of mesmerizing music as you maneuver through each of the new spellbinding game levels while blasting the evil Yokaliens.As you embark on this enthralling spatial VR-designed gameplay, you’ll find yourself getting into a smooth choreography with enemies, bullets, and obstacles. Collect cool power-ups to become stronger as you face new levels that surprise you every time. The more you play, the more powerful you become, and better are the chances you'll make it through. After all, a child's imagination can cease evil, and the only way to save the universe is to play like a kid!Enjoy this new experience and one of the best game releases of 2021!In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor",https://arvore.io/privacy-policy/yuki/,"Adventure, Arcade, Action",7,https://store.playstation.com/en-sg/product/UP4906-CUSA24739_00-7181951758316421
6,"HITMAN World of Assassination (Simplified Chinese, English, Traditional Chinese)","Enter the world of the ultimate assassin.BECOME AGENT 47Suit up for a spy-thriller adventure where all your deadly abilities are put to the test across more than 20 locations.FREEDOM OF APPROACHYour deadliest weapon is creativity. Unlock new gear and up your game on highly replayable missions.WORLD OF ASSASSINATIONTravel a living, breathing world, filled with intriguing characters and lethal opportunities.HITMAN FREELANCERA new way to play on your own terms, that combines rogue-like elements and deep strategic planning with a persistent and infinitely replayable gameplay experience.HITMAN World of Assassination brings together the best of HITMAN, HITMAN 2 and HITMAN 3, including the main campaign, contracts mode, escalations, elusive target arcades and featured live content.",,Action,,https://store.playstation.com/en-sg/product/UP4572-CUSA18201_00-0000000000000WOA
24,"DARKNESS ROLLERCOASTER - HALLOWEEN EDITION (Simplified Chinese, English, Japanese)","Rollercoaster Darkness - Ultimate Shooter Edition is an amazing adventure where action is ubiquitous!Shoot enemies with your PS Moves or DUALSHOCK®4 (3D Rudder Compatible), block their attacks with your shield or slow down time.But beware of the pitfalls and obstacles you will need to avoid when moving your vehicle at any time!Activate your special vision to recover all the secrets and defeat the final boss ...Compare your score with your friends and win the best shooter trophies!Do you want to live a fantastic experience that will hook you to your seat?Do you like action, emotions and sensations?Try Rollercoaster Darkness - The Ultimate Shooter Edition!+ This Halloween edition allow you to shoot with the both hand for even more competitive challenges!+ This version include ""Anniversary Edition"" with more than 20 musics await you in a level specially designed to listen to them or the decorations light up to the rhythm of the musics.Warning : this DLC does not include the full game which must be purchased separately.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",http://www.crvr3d.com/,"Action, Arcade",7,https://store.playstation.com/en-sg/product/EP4730-CUSA14845_00-1362906327724752
13,"Moss: Book II (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Quill is back—and she’s being hunted. Those who seek to unmake this world are desperate for the Glass she holds, and they’ll stop at nothing to claw it from her grasp. But the young hero has a plan of her own, one that could finally end the merciless rule of the Arcane and restore peace to Moss once more. To stand a chance, Quill will need a true partner by her side—and we hope that partner is you. With her, you’ll venture deep inside the hexed castle of the Arcane where dangerous terrain, challenging puzzles, and enemies twisted in fire and steel await. The journey will be trying—filled with triumph and heartbreak alike—but new allies, old friends, and the very nature of the castle itself can offer help along the way. Yet in the end, it is you alone who can lift Quill up to save this world, and together, rise to legend.DUALSHOCK®4 wireless controller required to play this game.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",https://www.polyarcgames.com/mosstos,"Action, Adventure, Puzzle",7,https://store.playstation.com/en-sg/product/UP1983-CUSA23252_00-9773771946663188
19,"Konrad's Kittens (Simplified Chinese, English, Japanese)","Immerse yourself in the virtual world of Konrad the Kitten and experience the first virtual cat that feels like a real one.Konrad, the cute kitten, needs a helping hand and lots of love. Give him his cat food, let him take a ride in a hot-air-balloon and lots more! A particular highlight for all cat fans is the optional plush toy mode that brings your favorite plush toy to life as a virtual cat. Feel it in your hands and play with it daily as though it were your real furry friend.Play pawsome mini-games, show off your skills and reactions and win valuable coins. Unlock more than 50 various accessories and dress your kitten any way you want.Cuteness overload awaits all cat fans in this unique virtual reality game. Experience a new way to combine real life and virtual reality. Will you be the purrfect friend for Konrad?In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor",,"Simulation, Educational, Family",3,https://store.playstation.com/en-sg/product/EP2846-CUSA09683_00-KONRADTHEKITTEN0
30,"Horror Adventure VR (English, Japanese, Traditional Chinese)","Horror Adventure VR is a interactive experience set in a procedurally generated haunted house. You're a paranormal investigator and you find yourself exploring what appears to be a old abandoned manor.You will be able to interact with basic items and limited tools at your disposal. The procedurally generated random house will create random locations and scares for you. So make sure to keep your eyes open at all the times, put your headphones on and enjoy the game!Features:1. Immersive First person interactive gameplay which allow the player to control various handheld elements.2. Procedurally generated random house to increase the scare factor and replayability.3. Featuring different demonic entities, each designed specifically according to the procedural nature of the levels.4. Save/Load feature so that you can take a breather in between.WARNING: This experience uses Jump Scares! You have been warned!In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,"Adventure, Horror",16,https://store.playstation.com/en-sg/product/EP8934-CUSA25974_00-HORRORADVENTURVR
29,"Winds & Leaves (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Stranded in a barren landscape, you are the only being capable of mastering the ancient art of growing vegetation. Journey across the Steppe to gather ancient dormant varieties. Learn to read the signs of the various climates, awaken old landmarks, and grow your own forests in this VR flora builder. · A flora builder: Grow a verdant forest from nothing and create different tree species to adapt to the various biomes and weather. · A world's past to uncover: Explore an intriguing ever-changing world on your stilts, a locomotion system specifically made for PlayStation®VR. Stumble on ancient structures and awaken them to discover their secrets. · A VR Symphony: Enjoy a stunning VR experience featuring player-grown trees backed by a living soundtrack that reacts to the world around you.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",,"Adventure, Simulation",3,https://store.playstation.com/en-sg/product/UP4773-CUSA27803_00-9373751577785800
5,"Startenders: Intergalactic Bartending (English, Korean, Japanese)","This product entitles you to download both the digital PlayStation®VR version and the digital PlayStation®VR2 version of this game.Abducted by accident and enrolled into the Startenders Bartending Academy, you will have to shake, slice and serve to survive until you can find a way to escape!Use your skills to create delicious concoctions to serve to your alien patrons, use wacky machines and even wackier ingredients to earn your way home.    Startenders Features:  ● Fully voice acted story to progress through● Create and serve crazy drinks to aliens!● Unlock new machines to build, and strange ingredients to create your drinks● Visit colourful locations across the galaxy or hang out in the habitat● Make and name your own custom drinks for customers to buy● Compete on the intergalactic leaderboards in Daily PlayIf you already own the PlayStation®VR version of this game, you can get the PlayStation®VR2 digital version at no extra cost and you do not need to purchase this product. Owners of a PlayStation®VR disc copy must insert it into the PS5™ every time they want to download or play the PlayStation®VR2 digital version. PlayStation®VR game disc owners who buy the PS5™ Digital Edition disc-free console will not be able to get the PlayStation®VR2 version at no extra cost.",,"Arcade, Simulator",16,https://store.playstation.com/en-sg/product/UP5634-PPSA09567_00-7849572027935265
26,"Fracked Deluxe Edition (English, Japanese)","IT’S THE END OF THE FRACKING WORLDFrom the creators of Phantom: Covert Ops, Fracked is the trailblazing new VR action adventure that seamlessly collides relentless gunfights with free skiing, running and climbing. Stranded in a remote mountain facility, you play as a reluctant hero forced into a final stand between the planet and a legion of interdimensional enemies. Take aim and run head-first into the action as you shoot, ski, and climb your way across an extreme adventure. Uncompromised, audacious and stylish, Fracked grabs PS VR by the Moves and delivers an ass kicking VR game that’s also enhanced for PS5™.BE THE ACTION HEROExperience innovative VR gunplay that blends improvised run and gun combat with 1:1 grabbable cover.  Move freely around the battlefield to outflank, outsmart, and outgun your foes using deadly, fully interactive weapons.FEEL THE ADVENTURESeamlessly transition between a host of free movement methods. Physically lean on your skis to master slopes at high speed and reach out and hold on for your life as you climb and zipline far above the ground.  No rails. No limits. No mercy.SAVE THE PLANETTake on an interdimensional army that combines hive mind mentality with gun-wielding supremacy.  Fracked is in-your-face action with a cutting commentary on corporate greed and the climate change emergency. Save the day, to save the world.MADE FOR PLAYSTATION®VR & PLAYSTATION®MOVEFracked pulls the action-adventure genre to revolutionary new heights through intuitive 1:1 VR gameplay, motion control and free movement. Experience further enhancements on PS5™, including improved framerate,  loading times and uncapped dynamic resolutionIn addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",https://www.ndreams.com/company/terms-and-conditions/,"Action, Adventure",16,https://store.playstation.com/en-sg/product/UP2985-CUSA27482_00-4514750792484501
9,"ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition (English, Japanese)","*Included set are also available as standalone purchases. Please be aware not to make duplicate purchases.This add-on is included in one or more sets. Please be careful not to buy the same content twice.Become an ace pilot and take to photo-realistic skies in the ultimate flight and combat simulator series: ACE COMBAT. Nothing beats the feeling of soaring through the air with 360 degrees of freedom, relying on your flying and fighting instincts to take down the enemy and power through any difficulty. Based on the theme of aerial innovation, the latest installment boasts the most spectacular aerial combat yet, taking you through cloud-filled skies that bring the game to life.Download Ver. Bonus Content- Playable Aircraft: F-104C - AvrilContent included in the ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Aircraft Set -1) 6 Playable Aircraft:- F-14A Tomcat- F-14A Tomcat | Top Gun: Maverick- F/A-18E Super Hornet- F/A-18E Super Hornet | Top Gun: Maverick- 5th Gen Fighter | Top Gun: Maverick- DarkStar2) 10 Emblems3) 38 Skins4) 12 Nicknames5) Two music tracks for multiplayer missionsIn addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",,"Action, Shooter, Unique",,https://store.playstation.com/en-sg/product/EP0700-CUSA07202_00-ACE7TOPGUNME2022
16,"Darkness Rollercoaster - Definitive Edition (Simplified Chinese, English, Japanese)","Darkness Rollercoaster - Ultimate Shooter Edition is an extraordinary adventure where the action is omnipresent!Shoot enemies with your PS Moves or DUALSHOCK®4 (3D Rudder Compatible), block their attacks with your shield or slow down time.But beware of the traps and obstacles that you will have to avoid in your vehicle at all times!Activate your special vision to collect all the secrets and defeat the final boss ...Compare your score with your friends and earn the best marksman trophies!Do you want to have a fantastic experience that will get you hooked in your seat?Do you like action, emotions and sensations?Try Darkness Rollercoaster - The Ultimate Shooter Edition!Compatibility: DUALSHOCK®4 - PS MOVES - 3D RUDDER+ More than 20 musics await you in a level specially designed to listen to them or the decorations light up to the rhythm of the musics.+ This version also include Akimbo edition allow you to shoot with the both hand for even more competitive challenges!+ This version also include the ""temple of speed"" level where your dexterity will be the only way to survive.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",http://crvr3d.com,"Action, Arcade",7,https://store.playstation.com/en-sg/product/EP4730-CUSA14845_00-2790430440992143
10,"ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition (English, Japanese)","*Included set are also available as standalone purchases. Please be aware not to make duplicate purchases.This add-on is included in one or more sets. Please be careful not to buy the same content twice.Become an ace pilot and take to photo-realistic skies in the ultimate flight and combat simulator series: ACE COMBAT. Nothing beats the feeling of soaring through the air with 360 degrees of freedom, relying on your flying and fighting instincts to take down the enemy and power through any difficulty. Based on the theme of aerial innovation, the latest installment boasts the most spectacular aerial combat yet, taking you through cloud-filled skies that bring the game to life.Download Ver. Bonus Content- Playable Aircraft: F-104C - AvrilAdd-ons included in the Season Pass:- ACE COMBAT™ 7: SKIES UNKNOWN – ADF-11F Raven Set- ACE COMBAT™ 7: SKIES UNKNOWN – ADF-01 FALKEN Set- ACE COMBAT™ 7: SKIES UNKNOWN – ADFX-01 Morgan Set- ACE COMBAT™ 7: SKIES UNKNOWN – Unexpected Visitor- ACE COMBAT™ 7: SKIES UNKNOWN – Anchorhead Raid- ACE COMBAT™ 7: SKIES UNKNOWN – Ten Million Relief PlanSeason Pass Bonus Content- Music PlayerContent included in the ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Aircraft Set -1) 6 Playable Aircraft:- F-14A Tomcat- F-14A Tomcat | Top Gun: Maverick- F/A-18E Super Hornet- F/A-18E Super Hornet | Top Gun: Maverick- 5th Gen Fighter | Top Gun: Maverick- DarkStar2) 10 Emblems3) 38 Skins4) 12 Nicknames5) 2 Music tracks for multiplayer missions8 popular Nicknames from past gamesIn addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",,"Action, Shooter, Unique",,https://store.playstation.com/en-sg/product/EP0700-CUSA07202_00-ACE7TOPGUNMEUE22
3,"HUMANITY (English, Japanese)","A unique blend of puzzle-solving and action-platforming, HUMANITY puts the fate of all mankind in your hands. Er, paws. Did we mention you’re a dog? You are a Shiba Inu charged with commanding massive, marching crowds to jump, turn, push, float, shoot, and climb their way to salvation. Guide the masses through 90-plus stages filled with obstacles, enemies, puzzles, unlockable skills, and wild boss fights in the narrative campaign, or browse a wide array of user-made levels (or build your own!) crafted via the super easy-to-use in-game Stage Creator.Whether on your standard display or in the optional VR Mode, watch as breathtaking swarms of people follow your commands to the exit, all in HUMANITY’s stark iconic style, courtesy of director and celebrated visual designer Yugo Nakamura and famed game creator Tetsuya Mizuguchi (Rez Infinite, Tetris Effect: Connected).",,"Action, Puzzle",7,https://store.playstation.com/en-sg/product/HP0797-PPSA03790_00-HUMANITYGAME0001
15,"ALVO VR (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Squad up with new or existing friends and utilize the in-game voice chat to strategize your next move. Are you going to hold one location or attack the enemy in a run-and-gun style? The choice is yours. Filled with heated combat, explosions, and tactical gameplay there’s something here for everyone. Enlist in the ALVO army today!  KEY FEATURESINSTANT ACTION- The implementation of a dedicated server and dynamic empty-space bot filled lobby system,  you are in the battle within seconds after joining friends for a smooth and constant state of play. FREEDOM OF MOVEMENT-ALVO allows you to fire weapons and launch grenades while running, jumping, climbing, crouching, sliding, and even while prone, creating a VR experience like no other. CUSTOMIZATION-With its large array of options customization, you can manipulate the gun offset to your personal specifications. Change your HUD to show or hide visual information from the well-integrated UI, or play around with the audio and comfort settings to give you the best immersive experienceIn addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to www.playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,Shooter,16,https://store.playstation.com/en-sg/product/EP5971-CUSA25903_00-5837820299080019
20,TEKKEN 7 - Definitive Edition (English),"*TEKKEN 7 (full game), TEKKEN 7 Originals Edition, Season Passes 1-4, and DLC1-19 are also sold separately. Please be careful not to buy the same content twice.The Definitive Edition includes:• TEKKEN 7 (full game)• Bonus DLC: Eliza• Season Pass 1-4 (includes bonuses from each pass)Season Pass 1 Contents- DLC1: Ultimate TEKKEN BOWL & Additional Costumes- DLC2: Geese Howard Pack- DLC3: Noctis Lucis Caelum Pack- SP1 Bonus Metallic Costumes PackSeason Pass 2 Contents- DLC4: Anna Williams- DLC5: Lei Wulong- DLC6: Craig Marduk- DLC7: Armor King- DLC8: Julia Chang- DLC9: Negan- SP2 Bonus Character Customization ItemsSeason Pass 3 Contents- DLC10: Zafina- DLC11: Ganryu- DLC12: Leroy Smith- DLC13: Frame Data Display (New Feature)- DLC14: Fahkumram- DLC15: Cave of Enlightenment (Stage)- SP3 Bonus Character Customization ItemsSeason Pass 4 Contents- DLC16: Kunimitsu- DLC17: Vermillion Gates (Stage)- DLC18: Lidia Sobieska- DLC19: Island Paradise (Stage)- SP4 Bonus PAC-MAN-Themed Customization SetTHE BEST FIGHTS ARE PERSONALRaise your fists and get ready for the ultimate battle on the next generation of home consoles. Powered by the Unreal Engine 4, the storied fighting franchise returns for another round in TEKKEN 7. With the faithful 3D battle system and gameplay intact, TEKKEN 7 takes the franchise to the next level with photo-realistic graphics and new and innovative features and fighting mechanics. TEKKEN 7 resurrects the attitude, competitiveness and showmanship rooted in its arcade DNA to provide the ultimate fighting game experience.",,"Fighting, Action",,https://store.playstation.com/en-sg/product/EP0700-CUSA06014_00-DEFINITIVE000000
21,TEKKEN 7 - Originals Edition (English),"*TEKKEN 7 (full game), TEKKEN 7 Definitive Edition, Season Passes 1-4, and DLC1-19 are also sold separately. Please be careful not to buy the same content twice.The Originals Edition includes:• TEKKEN 7 (full game)• DLC13: Frame Data Display (New Feature)• 12 Additional Character Packs- Bonus DLC: Eliza- DLC4: Anna Williams- DLC5: Lei Wulong- DLC6: Craig Marduk- DLC7: Armor King- DLC8: Julia Chang- DLC10: Zafina- DLC11: Ganryu- DLC12: Leroy Smith- DLC14: Fahkumram- DLC16: Kunimitsu- DLC18: Lidia SobieskaTHE BEST FIGHTS ARE PERSONALRaise your fists and get ready for the ultimate battle on the next generation of home consoles. Powered by the Unreal Engine 4, the storied fighting franchise returns for another round in TEKKEN 7. With the faithful 3D battle system and gameplay intact, TEKKEN 7 takes the franchise to the next level with photo-realistic graphics and new and innovative features and fighting mechanics. TEKKEN 7 resurrects the attitude, competitiveness and showmanship rooted in its arcade DNA to provide the ultimate fighting game experience.",,"Fighting, Action",,https://store.playstation.com/en-sg/product/EP0700-CUSA06014_00-ORIGINALS0000000
