name,Age_rating,age_info,category,Category,privacy_policy,Report_this_product,Developed_by,Published_by,Additional_terms,In-app_purchases,support language,Language_supported,Please note,Copyright,Installation,Approximate_size,This_app_can,Seizure_warnings,Publisher_Info,Release_date,publish_info,Accessibility,origin_url,description
HeadSquare for HoloLens,Age rating|||For all ages,.,.,Category|||Action & adventure|||Action & adventure|||Action & adventure@https://www.microsoft.com/en-us/store/top-paid/games/hololens?category=Action+%26+adventure,http://madeinholo.com/privacy-policy/,Report this product|||Sign in to report this game to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/headsquare-for-hololens/9ph5kwfpdt41?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this game to Microsoft|||Sign in to report this game to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fheadsquare-for-hololens%2f9ph5kwfpdt41%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,Developed by|||MadeInHolo,Published by|||Made In Point GmbH|||Made In Point GmbH|||,Additional terms|||HeadSquare for HoloLens privacy policy Terms of transaction|||HeadSquare for HoloLens privacy policy|||HeadSquare for HoloLens privacy policy|||HeadSquare for HoloLens privacy policy@http://madeinholo.com/privacy-policy/||||||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,Copyright|||MadeInPoint 2017|||MadeInPoint 2017|||,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.  This product needs to be installed on your internal hard drive.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.||||||||||||This product needs to be installed on your internal hard drive.|||,Approximate size|||195.09 MB,This app can|||Use your microphone Access your Internet connection|||Use your microphone||||||Access your Internet connection|||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||HeadSquare for HoloLens website HeadSquare for HoloLens support|||HeadSquare for HoloLens website|||HeadSquare for HoloLens website|||HeadSquare for HoloLens website@http://madeinholo.com/||||||HeadSquare for HoloLens support|||HeadSquare for HoloLens support|||HeadSquare for HoloLens support@mailto:info@madeinholo.com|||,Release date|||12/7/2017,.,.,.,"This app can support you to showcase:  - Gamification to show to the user how to collaborate in Mixed Reality ( AV/ VR ) - Play the game in multiplatform interaction: HoloLens, ARKit, HTC, Oculus GearVR, Oculus Rift, WMR - Share the same place to play together - Play at distance location - How to use the same app in ""World"" and ""Room"" perspective  Multiplayer Ball Game. Single player mode supported.   Use your head as the controller and play alone or with up to six players online.  Very immersive multiplayer fun.  Play solo or meet other people for a game.  You can create a private room, as well. Just share the ID of the room with your friends. You can play on VR or on the desktop.   The game begins with 2D ball movement. After 60 seconds, the arena walls rise and the ball will move in all directions, including up and down.  Power Apps in game: - Small and big ball - Slow and fast ball - Dark mode: use a flashlight on your head to see the ball - Barrel mode: part of the arena is hidden by a barrel with fire - Get additional lives  If you play in multiplayer mode, you will be crowned for each victory."
Holo GIS,Age rating|||For all ages,.,.,Category|||Simulation|||Simulation|||Simulation@https://www.microsoft.com/en-us/store/top-paid/games/hololens?category=Simulation,-1,Report this product|||Sign in to report this game to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/holo-gis/9phnm1bwb1bd?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this game to Microsoft|||Sign in to report this game to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fholo-gis%2f9phnm1bwb1bd%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,Developed by|||TerraSame,Published by|||TerraSame|||TerraSame|||,"Additional terms|||Terms of transaction Holo GIS license terms The information contained in this work is the exclusive property of ""TerraSame"", and any respective copyright owners. This work is protected under United States copyright law and other international copyright treaties and conventions. TerraSame grants the recipient of the information contained within the Microsoft HoloLens Web site the right to freely reproduce, redistribute, rebroadcast, and/or re-transmit this information for personal, noncommercial purposes, including teaching, classroom use, scholarship, and/or research. Please contact TerraSame with questions, comments or concerns by visiting TerraSame.com|||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale||||||Holo GIS license terms||||||The information contained in this work is the exclusive property of ""TerraSame"", and any respective copyright owners. This work is protected under United States copyright law and other international copyright treaties and conventions. TerraSame grants the recipient of the information contained within the Microsoft HoloLens Web site the right to freely reproduce, redistribute, rebroadcast, and/or re-transmit this information for personal, noncommercial purposes, including teaching, classroom use, scholarship, and/or research. Please contact TerraSame with questions, comments or concerns by visiting TerraSame.com|||",.,.,Language supported|||English (United States)|||English (United States)|||,.,"Copyright|||All data of this app is the exclusive property of ""TerraSame"".|||All data of this app is the exclusive property of ""TerraSame"".|||",Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.  This product needs to be installed on your internal hard drive.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.||||||||||||This product needs to be installed on your internal hard drive.|||,Approximate size|||101 MB,This app can|||Use your microphone Access your Internet connection|||Use your microphone||||||Access your Internet connection|||||||||||||||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||Holo GIS website Holo GIS support|||Holo GIS website|||Holo GIS website|||Holo GIS website@http://www.terrasame.com/||||||Holo GIS support|||Holo GIS support|||Holo GIS support@mailto:info@terrasame.com|||,Release date|||12/6/2016,.,.,.,"The Holo GIS app, created by TerraSame is designed for the HoloLens and is a trilogy series project depicting engineering data in the form of ""Geospatial Information Systems"" pertaining to Upfront Oil & Gas exploration and design. This project has been created for showing what can be done to facilitate engineers, designers and corporations. If you have any concerns, questions or comments about this project, or for more information, please visit TerraSame.com Special thanks for modeling efforts by Patrice Rey of Sydney, and his ""3 Fold System"" & his ""Monocline"" models from 3d Warehouse."
AirNotes,Age rating|||For all ages,.,.,Category|||Lifestyle > Home & garden|||Lifestyle > Home & garden|||Lifestyle > Home & garden@https://www.microsoft.com/en-us/store/top-free/apps/hololens?category=Lifestyle%5cHome+%26+garden,http://lyles.co.jp/airnotes-privacy-policy,Report this product|||Sign in to report this app to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/airnotes/9phsgp1kt88c?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this app to Microsoft|||Sign in to report this app to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fairnotes%2f9phsgp1kt88c%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,.,Published by|||LYLES Inc.|||LYLES Inc.|||,Additional terms|||AirNotes privacy policy Terms of transaction|||AirNotes privacy policy|||AirNotes privacy policy|||AirNotes privacy policy@http://lyles.co.jp/airnotes-privacy-policy||||||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,.,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||,Approximate size|||71.36 MB,This app can|||Use your webcam Use your microphone Access your Internet connection|||Use your webcam||||||Use your microphone||||||Access your Internet connection|||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||AirNotes support|||AirNotes support|||AirNotes support|||AirNotes support@mailto:support@lyles.jp|||,Release date|||5/7/2018,.,.,.,"AirNotes easily puts a lot of notes on any surface (wall, ceiling, floor, on the table,you name it) spatially. Each note can contain a text message and a picture. Notes will be saved even if the app is closed."
spacecatcher,Age rating|||For all ages,.,.,Category|||Productivity|||Productivity|||Productivity@https://www.microsoft.com/en-us/store/top-free/apps/hololens?category=Productivity,http://madeinholo.com/privacy-policy/,Report this product|||Sign in to report this app to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/spacecatcher/9phsnv6jtslz?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this app to Microsoft|||Sign in to report this app to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fspacecatcher%2f9phsnv6jtslz%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,.,Published by|||Made In Point GmbH|||Made In Point GmbH|||,Additional terms|||spacecatcher privacy policy Terms of transaction|||spacecatcher privacy policy|||spacecatcher privacy policy|||spacecatcher privacy policy@http://madeinholo.com/privacy-policy/||||||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,Copyright|||madeinholo brand of Made In Point GmbH|||madeinholo brand of Made In Point GmbH|||,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.  This product needs to be installed on your internal hard drive.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.||||||||||||This product needs to be installed on your internal hard drive.|||,Approximate size|||125.66 MB,This app can|||Use your webcam Use your microphone Access your Internet connection|||Use your webcam||||||Use your microphone||||||Access your Internet connection|||||||||||||||||||||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||spacecatcher website spacecatcher support|||spacecatcher website|||spacecatcher website|||spacecatcher website@http://spacecatcher.madeinholo.com/||||||spacecatcher support|||spacecatcher support|||spacecatcher support@mailto:info@madeinholo.com|||,Release date|||12/19/2016,.,.,.,"Scan your room with RGB texture in 3D using HoloLens plus SpaceCatcher, or create your first digital sculpture and share it as a video, picture or 3d model for use in design, spatial modeling and more.  Share it with your interior designer using SketchFab or place 3D model objects in the room yourself.  Ideal for architects and interior designers but especially for people loving to play with augmented reality/mixed reality."
TEOT: The End of Tomorrow: Preview,Age rating|||For ages 18 and up,.,.,Category|||Strategy|||Strategy|||Strategy@https://www.microsoft.com/en-us/store/top-paid/games/pc?category=Strategy,-1,Report this product|||Sign in to report this game to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/teot-the-end-of-tomorrow-preview/9pj23w6tm9sw?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this game to Microsoft|||Sign in to report this game to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fteot-the-end-of-tomorrow-preview%2f9pj23w6tm9sw%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,.,Published by|||Edsenses|||Edsenses|||,Additional terms|||Terms of transaction|||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,.,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||,Approximate size|||3.73 GB,This app can|||Access your Internet connection Access your Internet connection and act as a server.|||Access your Internet connection||||||Access your Internet connection and act as a server.|||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,.,Release date|||10/18/2017,.,.,.,"TEOT is a 3D game made by Edsenses. It is a war game that human against the Robot, the human is evolving themselves and tries to be as machine as possible, where the human converted part of their body into cyborg. Their mission is to gain back their land and live humanly as possible while in progress of getting there. We try to build 3D environment and scenes as vivid as possible for TEOT. Our design is more current related future which is not too far from now, as to give audience a familiarity of the our universe while have lots of interesting and exciting storyline. We also try to apply some different game rules and gameplay for users so when they immerse into TEOT universe they will gain a new kind of experience when playing TEOT, especially some part of the game are enhance with the Virtual Reality implementation which gives player to discover the virtual world of a new universe."
Bunnies For Breakfast,Age rating|||For ages 10 and up,.,.,Category|||Action & adventure|||Action & adventure|||Action & adventure@https://www.microsoft.com/en-us/store/top-paid/games/pc?category=Action+%26+adventure,-1,Report this product|||Sign in to report this game to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/bunnies-for-breakfast/9pj7c61lgrxv?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this game to Microsoft|||Sign in to report this game to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fbunnies-for-breakfast%2f9pj7c61lgrxv%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,.,Published by|||DennyStudios|||DennyStudios|||,Additional terms|||Terms of transaction|||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,.,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||,Approximate size|||268.84 MB,.,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,.,Release date|||3/12/2018,.,.,.,"In this game, you get to pick one of my junior high teachers and play as them. Then, you can use their superpowers and weapons to try to get to the highest level you can by annihilating all of the wolves you can before they get a chance to eat all of the bunnies. When all of the bunnies are eaten, you lose.  Teachers, their weapons, and their superpowers: Mrs Diaz - Weapon: Maraca - SuperPower: Super Speed Mrs Dumford - Weapon: Ruler - SuperPower: Confusing Wolves Mrs Morr - Weapon: DNA Strand - SuperPower: Lightning Strikes Mrs Matty - Weapon: Joan of Ark's Sword - SuperPower: Reviving All of the Bunnies Mr Van Ryn - Weapon: History Book - SuperPower: Slowing Down Time  Controls: Use your weapon in your right hand to hit the wolves and annihilate them. Press the menu to choose the option of either restarting the game or switching the right and left hand controls if they are mixed up. Left Hand Trigger initiates the powerup. Left Hand Grasp allows you to heal bunnies when putting the controller close to them. Left Hand Joystick allows you to move. Press, Hold and Release Right Hand trigger button to throw the weapon. Press Right Hand Grasp Button to shoot the weapon. Make sure you set a boundary.  Have Fun and Play Safe!  WARNING: HEALTH & SAFETY WARNINGS:  PLEASE ENSURE THAT ALL USERS OF THE MIXED REALITY HEADSET CAREFULLY READ THE WARNINGS BELOW BEFORE USING THE HEADSET. WARNING: Before Using VR Headset: • Read and follow setup instructions in User Manual, before using VR headset • Do not use the headset when you are: • Suffering from lack of sufficient sleep; • Under influence of alcohol or drugs • Suffering emotional stress or anxiety • If you are pregnant, elderly, have vision abnormalities or psychiatric disorders, or suffer from a heart condition or other serious medical condition, we strongly recommend seeing a doctor before using the VR headset. WARNING: Children – Recommended and Discouraged Use: • Children under age of 13 should NOT use the VR headset. • Children age 13 and older should be constantly monitored by an adult to ensure: • Health and Safety Warnings are followed • VR headset is used as recommended • Active use is limited in time and regular breaks is taken, where headset is removed • Prolonged use is avoided • Child is monitored for adverse symptoms during and after use. WARNING: Risk of Seizures • User should be aware that seizures, eye muscle twitching, severe dizziness or other conditions causing blackouts or loss of consciousness may be triggered by light patterns or flashes. These patterns can occur while using the VR headset. • If you experience any of these symptoms you should immediately discontinue use of the VR headset and see a doctor. • If you have a history of, or have been diagnosed with symptoms related to epileptic conditions, you should consult with a doctor before using the VR headset WARNING: Heed Precautions • Use VR headset while seated at all times, unless the VR game or VR application experience requires standing. • At all times, use VR headset while safely away from: • Other people or animals • Sharp objects, such as knives & furniture edges • Tripping hazards • Stairs and Stairwells • Open doors, windows and patio doors • Balconies and patios • Furniture, plants and other household items • Slippery or wet surface • Light fixtures and moving objects, such as ceiling fans • Other electrical equipment or electrical outlets • Choking hazards • Other items you may bump into or trip over during or immediately after use of the VR headset • We recommend that you gradually increase daily use of VR headset, starting with a few minutes for each use, even if you don’t feel any discomfort or side effects. • We recommend taking prolonged and regular brakes while using the VR headset. An example would be removing headset for 10-15 minutes every 30 minutes. • Use of VR headset can cause motion sickness similar to car, sea or air sickness and may not present until hours after using the VR headset. • Do not use while driving or riding in a moving vehicle or operating machinery of any kind as this could lead to death, personal injury, or damage to property. • If you experience motion sickness related symptoms, stop use and do not use VR headset until several hours after symptoms are gone before continuing use of the VR headset. WARNING: Repetitive Stress Injury • If you feel symptoms such as tingling, numbness, burning or stiffness in muscles, tendons or joints, stop using VR headset and rest for several hours before using it again. • If above symptoms or other discomfort continue during or after use, stop using VR headset and see a doctor. CAUTION: Hot VR headset or device The device and VR headset may become hot when used together with VR features or VR applications for an extended period of time. Stop using the VR functions, take off your VR headset and remove your device from the VR headset to help it cool down before resuming use. Prolonged contact with an overheated device may cause discomfort or burns."
VisualLive,Age rating|||For all ages,.,.,Category|||Productivity|||Productivity|||Productivity@https://www.microsoft.com/en-us/store/top-free/apps/hololens?category=Productivity,https://www.visuallive.com/privacy,Report this product|||Sign in to report this app to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/visuallive/9pjg9mdw3gls?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this app to Microsoft|||Sign in to report this app to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fvisuallive%2f9pjg9mdw3gls%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,.,Published by|||VisualLive.com|||VisualLive.com|||,Additional terms|||VisualLive privacy policy Terms of transaction|||VisualLive privacy policy|||VisualLive privacy policy|||VisualLive privacy policy@https://www.visuallive.com/privacy||||||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,Copyright|||VisualLive|||VisualLive|||,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.  This product needs to be installed on your internal hard drive.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.||||||||||||This product needs to be installed on your internal hard drive.|||,Approximate size|||221.69 MB,This app can|||Use your webcam Use your microphone Communicate with already paired Bluetooth devices|||Use your webcam||||||Use your microphone||||||Communicate with already paired Bluetooth devices|||||||||||||||||||||||||||||||||||||||||||||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||VisualLive website VisualLive support|||VisualLive website|||VisualLive website|||VisualLive website@https://www.visuallive.com/||||||VisualLive support|||VisualLive support|||VisualLive support@mailto:technicalSupport@visuallive.com|||,Release date|||7/30/2018,.,.,.,"VisualLive uses Augmented Reality technology to allow you to visualize your BIM/design models with the real world. While you will be able to see your design interact with reality, you will also have access to measuring, scaling and other tools."
Hero's Game,Age rating|||For all ages,.,.,Category|||Action & adventure|||Action & adventure|||Action & adventure@https://www.microsoft.com/en-us/store/top-paid/games/hololens?category=Action+%26+adventure,-1,Report this product|||Sign in to report this game to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/heros-game/9pjh028fxpgn?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this game to Microsoft|||Sign in to report this game to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fheros-game%2f9pjh028fxpgn%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,Developed by|||上海拟介科技有限公司,Published by|||上海拟介科技有限公司|||上海拟介科技有限公司|||,Additional terms|||Terms of transaction|||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,.,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||,Approximate size|||393.41 MB,This app can|||Use your microphone Access your Internet connection|||Use your microphone||||||Access your Internet connection|||||||||||||||||||||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,.,Release date|||5/20/2017,.,.,.,An advanture game adapted from the film Jumamji
HoleLenz Gate,Age rating|||For all ages,.,.,Category|||Entertainment|||Entertainment|||Entertainment@https://www.microsoft.com/en-us/store/top-free/apps/hololens?category=Entertainment,-1,Report this product|||Sign in to report this app to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/holelenz-gate/9pjkj8mtjmjf?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this app to Microsoft|||Sign in to report this app to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fholelenz-gate%2f9pjkj8mtjmjf%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,Developed by|||VoxelKei,Published by|||VoxelKei|||VoxelKei|||,Additional terms|||Terms of transaction|||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,Copyright|||VoxcellDesign|||VoxcellDesign|||,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||,Approximate size|||357.55 MB,.,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||HoleLenz Gate website HoleLenz Gate support|||HoleLenz Gate website|||HoleLenz Gate website|||HoleLenz Gate website@https://twitter.com/VoxelKei||||||HoleLenz Gate support|||HoleLenz Gate support|||HoleLenz Gate support@https://twitter.com/VoxelKei|||,Release date|||2/25/2017,.,.,.,"You can punch a hole on empty space in your room. And you are able to go through the hole to another space. Then, make one more hole to return to actual space. 4 scenery of another space are included.  It is recommended to make your room dark, when use night scenery."
Prism by Object Theory,Age rating|||For all ages,.,.,Category|||Business > Collaboration|||Business > Collaboration|||Business > Collaboration@https://www.microsoft.com/en-us/store/top-free/apps/hololens?category=Business%5cCollaboration,https://objecttheory.com/prismprivacypolicy,Report this product|||Sign in to report this app to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/prism-by-object-theory/9pjlwd0ls4w8?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this app to Microsoft|||Sign in to report this app to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2fprism-by-object-theory%2f9pjlwd0ls4w8%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,Developed by|||Object Theory,Published by|||Object Theory|||Object Theory|||,Additional terms|||Prism by Object Theory privacy policy Terms of transaction|||Prism by Object Theory privacy policy|||Prism by Object Theory privacy policy|||Prism by Object Theory privacy policy@https://objecttheory.com/prismprivacypolicy||||||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,Copyright|||©2015-2018 Object Theory LLC. All rights reserved.|||©2015-2018 Object Theory LLC. All rights reserved.|||,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.  This product needs to be installed on your internal hard drive.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.||||||||||||This product needs to be installed on your internal hard drive.|||,Approximate size|||462.36 MB,This app can|||Use your webcam Use your microphone Access your Internet connection|||Use your webcam||||||Use your microphone||||||Access your Internet connection|||||||||||||||||||||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||Prism by Object Theory website Prism by Object Theory support|||Prism by Object Theory website|||Prism by Object Theory website|||Prism by Object Theory website@http://prism.objecttheory.com/||||||Prism by Object Theory support|||Prism by Object Theory support|||Prism by Object Theory support@mailto:prism@objecttheory.com|||,Release date|||11/16/2017,.,.,.,"Prism by Object Theory is a HoloLens application that allows participants anywhere in the world to have a shared experience to discuss three dimensional objects and environments in true 3D.   Prism helps organizations collaborate in real time from remote locations, enabled by life-size 3D avatars and spatial audio chat. This software includes support for easy 2D and 3D content import, persisted spaces, secure access, avatars, display of 3D models at table top and true scale sizes, avatars and 3D audio chat, and annotations. This service helps organizations improve communication with efficient viewing and discussion of 3D models, regardless of the participant’s location.    To get started, download this free application on your HoloLens and visit prism.objecttheory.com to join a public demo space with professional, curated content or create your own space with your own content. Invite other people to join your space by sharing a link and collaborate in mixed reality.  If you are interested in the enterprise version or have questions about this application, please email prism@objecttheory.com."
Robotics BIW,Age rating|||For all ages,.,.,Category|||Business|||Business|||Business@https://www.microsoft.com/en-us/store/top-free/apps/hololens?category=Business,-1,Report this product|||Sign in to report this app to Microsoft||||||||||||@https://www.microsoft.com/en-us/p/robotics-biw/9pjwkl0gcdx9?hl=en-us&gl=us&activetab=pivot:overviewtab#||||||||||||Sign in to report this app to Microsoft|||Sign in to report this app to Microsoft|||Sign in@https://www.microsoft.com/en-us/store/signin?rru=https:%2f%2fwww.microsoft.com%2fen-us%2fp%2frobotics-biw%2f9pjwkl0gcdx9%3fhl%3den-us%26gl%3dus%26reportthisapp%3d1%23app-details,.,Published by|||Siemens Product Lifecycle Management Software|||Siemens Product Lifecycle Management Software|||,Additional terms|||Terms of transaction|||Terms of transaction|||Terms of transaction|||Terms of transaction@https://www.microsoft.com/en-US/store/b/terms-of-sale|||,.,.,Language supported|||English (United States)|||English (United States)|||,.,.,Installation|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||Get this app while signed in to your Microsoft account and install on up to ten Windows 10 devices.|||,Approximate size|||133.34 MB,This app can|||Use your webcam Use your microphone Access your Internet connection|||Use your webcam||||||Use your microphone||||||Access your Internet connection|||||||||||||||||||||,Seizure warnings|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning|||Photosensitive seizure warning@https://support.xbox.com/en-US/xbox-one/console/photosensitive-seizure-warning|||,Publisher Info|||Robotics BIW support|||Robotics BIW support|||Robotics BIW support|||Robotics BIW support@mailto:mfeinnovmgrs.plm@siemens.com|||,Release date|||7/5/2017,.,.,.,"Robotics BIW Simulation with an ability of Sharing Holograms between HoloLens that are connected to the same server. The application has set of capabilities, such as Zooming, playing a simulation, show/hide objects, ect.."
