年龄,不支持退款,name,简介,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
年龄：12+,null,Z-Race,简介在 Z-Race 中体验新一代赛车，这款高强度的 VR 街机赛车充满时尚的未来主义场景、高速零重力游戏以及激烈、充满活力的配乐，真正让您心跳加速！ 挑战任何人并升级您的赛车以在全球排行榜上飙升。在 Z-Race 中体验新一代赛车，这款高强度的 VR 街机赛车充满时尚的未来主义场景、高速零重力游戏以及激烈、充满活力的配乐，真正让您心跳加速！ 挑战任何…﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿,支持退款申请：PICO退款政策,分类：游戏,"标签：竞速, 运动",游戏形式：多人,"语言：简体中文, 英语, 日语, 韩语","使用范围：原地坐姿, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：0.3.12,更新日期：2021-9-2,大小：727.7 MB,开发者：XOCUS,发行商：XOCUS,开发者隐私政策：隐私政策,null,null,权限：存储空间,Z-Race,2023-09-22 04:15:14,2023-09-22 04:17:16
年龄：8+,null,荣耀守卫VR,"简介故事背景：近日我方公主被敌方挟持，今天刚逃出敌方阵营。你是城内久负盛名的战士，护送公主安全回城，并且保护城门不被攻破的任务就交给你了。
游戏类型：""荣耀守卫VR""是一款塔防射击VR游戏，在游戏中，你可以沉浸的体验包括机关枪、弓箭和剑等多种武器。爽快逼真的游戏节奏，因地制宜的战略模式和精心设计的抗眩晕移动方式，使这款游戏成为一款非常值得入手的VR游戏。
此游戏有两种模式：赛事模式和训练模式。在赛事模式中，玩家可以挑战通关极限。在训练模式中，玩家可以使用无限子弹，自定义难度，进行爽快的射击体验。
加入玩家qq群（729539148），享受更多游戏福利。故事背景：近日我方公主被敌方挟持，今天刚逃出敌方阵营。你是城内久负盛名的战士，护送公主安全回城，并且保护城门不被攻破的任务就交给你了。
游戏类型：""荣耀守卫VR""是一款塔防射击VR游戏，在游戏中，你可以沉浸的体验包括机关枪、弓箭和剑等多种武器。爽快逼真的游戏节奏，因地制宜的战略模式和精心设计的抗眩晕移动方式，使这款游戏成为一款非常值得入手的VR游戏。
此游戏有两种模式：赛事模式和训练模式。在赛事模式中，玩家可以挑战通关极限。在训练模式中，玩家可以使用无限子弹，自定义难度，进行爽快的射击体验。
加入玩家qq群（729539148），享受更多游戏福利。",支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 动作, 策略",游戏形式：单人,"语言：英语, 简体中文","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.2,更新日期：2023-1-12,大小：859.7 MB,开发者：luckgame,发行商：luckgame,开发者隐私政策：隐私政策,null,null,权限：存储空间,荣耀守卫VR,2023-09-22 04:16:49,2023-09-22 04:18:47
null,null,热血橄榄球,"简介热血橄榄球是一款开创性的橄榄球游戏。在比赛时间耗尽之前制定战术并投掷、交接、接球或跑球，最终赢得比赛！
—在游戏中绘制独特的进攻战术！感受像专业运动员一样奔跑、投掷、运动！
—不用模式选择：自由选择玩 2 分钟的训练模式或 20、40 或 60 分钟的全场比赛模式！
—定制专属球队， 拥有 8 个联赛的 56 支可定制球队，包括大学、室内、职业等球员类型！
—成为持球者，通过手柄控制自己接球，还可以自定义设置以适应您的投掷风格！
—体验真实多变的比赛天气，包括太阳、雨、风和雪！
—60 多个身临其境的体育场，挤满了成千上万尖叫的球迷。
—挑战人机、完成成就、登上排行榜、获得奖杯！热血橄榄球是一款开创性的橄榄球游戏。在比赛时间耗尽之前制定战术并投掷、交接、接球或跑球，最终赢得比赛！
—在游戏中绘制独特的进攻战术！感受像专业运动员一样奔跑、投掷、运动！
—不用模式选择：自由选择玩 2 分钟的训练模式或 20、40 或 60 分钟的全场比赛模式！
—定制专属球队， 拥有 8 个联赛的 56 支可定制球队，包括大学、室内、职业等球员类型！
—成为持球者，通过手柄控制自己接球，还可以自定义设置以适应您的投掷风格！
—体验真实多变的比赛天气，包括太阳、雨、风和雪！
—60 多个身临其境的体育场，挤满了成千上万尖叫的球迷。
—挑战人机、完成成就、登上排行榜、获得奖杯！",支持退款申请：PICO退款政策,分类：游戏,标签：运动,游戏形式：单人,"语言：英语, 简体中文, 德语, 日语, 韩语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO Neo3 Pro, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.01,更新日期：2022-11-2,大小：1.5 G,"开发者：Truant Pixel, LLC","发行商：Truant Pixel, LLC",开发者隐私政策：隐私政策,null,开发者网站：https://truantpixel.com,权限：存储空间,热血橄榄球,2023-09-22 04:18:22,2023-09-22 04:21:04
null,null,Mixture:炼金士与骑士,"简介《Mixture:炼金士与骑士》是一款奇幻动作冒险游戏，讲述两位仇敌被迫合作，一起穿过荒凉的世界，寻找救赎的故事。在本游戏中，你要在第一人称和第三人称视角下交替操控两名主角，分别是炼金士Sephairos和钢铁飞蛾骑士Sola。你扮演着一对看起来奇怪的组合，需要登上平台、调合材料、施放法术、近身战斗、解开谜题、战胜巨大的首领敌人，在这段动人心弦的故事中生存下来！
主要特色：
创新融合 - 动作冒险玩法加上两名主角的独特技能
双重视角体验- 操控两名角色：炼金士Sephairos和钢铁飞蛾骑士Sola
探索废土 - 穿梭于精雕细琢的荒凉世界，应对活体化的金属、矿石和水晶带来的危险 
为光明而战  - 在寻找救赎的旅途中战胜强大的首领敌人
引人入胜的探索体验 - 四种各不相同的生物群系和超过30个关卡
适配VR一体机的动作冒险游戏 - 混合第三人称视角和固定视角移动，为您探索废土提供稳定的舒适体验。《Mixture:炼金士与骑士》是一款奇幻动作冒险游戏，讲述两位仇敌被迫合作，一起穿过荒凉的世界，寻找救赎的故事。在本游戏中，你要在第一人称和第三人称视角下交替操控两名主角，分别是炼金士Sephairos和钢铁飞蛾骑士Sola。你扮演着一对看起来奇怪的组合，需要登上平台、调合材料、施放法术、近身战斗、解开谜题、战胜巨大的首领敌人，在这段动人心弦的故事中生存下来！
主要特色：
创新融合 - 动作冒险玩法加上两名主角的独特技能
双重视角体验- 操控两名角色：炼金士Sephairos和钢铁飞蛾骑士Sola
探索废土 - 穿梭于精雕细琢的荒凉世界，应对活体化的金属、矿石和水晶带来的危险 
为光明而战  - 在寻找救赎的旅途中战胜强大的首领敌人
引人入胜的探索体验 - 四种各不相同的生物群系和超过30个关卡
适配VR一体机的动作冒险游戏 - 混合第三人称视角和固定视角移动，为您探索废土提供稳定的舒适体验。",支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 冒险",游戏形式：单人,"语言：英语, 简体中文, 德语, 日语, 韩语, 法语, 西班牙语, 意大利语","使用范围：原地站立, 原地坐姿",null,null,null,null,null,null,null,null,null,null,null,Mixture:炼金士与骑士,2023-09-22 04:20:14,2023-09-22 04:22:58
年龄：16+,null,永恒对决,"简介在《永恒对决》裡，玩家將化身為「观察者」，从多元宇宙中召唤獨特的英雄参加緊張刺激的格鬥比赛。掌握各個英雄的能力、提升等级，獲得最高榮譽！

每个英雄都拥有独特的技能和奥义，裝配獨有的核心系统，更可以強化英雄的潜力，培养出属于你自己的战斗风格。

除了刺激的戰鬥，社交也是不可或缺的！換上最能表現你個人風格的造型，与朋友们一起在主題大厅中玩各式小游戏，無論是認識新朋友、或是举办你的私人派对，一起在永恆對決裡享受无尽的乐趣！在《永恒对决》裡，玩家將化身為「观察者」，从多元宇宙中召唤獨特的英雄参加緊張刺激的格鬥比赛。掌握各個英雄的能力、提升等级，獲得最高榮譽！

每个英雄都拥有独特的技能和奥义，裝配獨有的核心系统，更可以強化英雄的潜力，培养出属于你自己的战斗风格。

除了刺激的戰鬥，社交也是不可或缺的！換上最能表現你個人風格的造型，与朋友们一起在主題大厅中玩各式小游戏，無論是認識新朋友、或是举办你的私人派对，一起在永恆對決裡享受无尽的乐趣！",支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 社交","游戏形式：多人, 单人","语言：英语, 繁体中文, 日语, 简体中文","使用范围：原地坐姿, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：0.103,更新日期：2023-3-29,大小：2.4 G,开发者：Pumpkin VR,发行商：Pumpkin VR,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://quantaar.com,"权限：存储空间, 麦克风",永恒对决,2023-09-22 04:20:42,2023-09-22 04:23:13
年龄：12+,null,美食岛：大胃王,简介欢迎来到 《美食岛：大胃王》 ！本作提供了一个独特的烹饪体验! 你可以在不同的岛屿上烹饪令人激动的菜肴。·适应岛上的特殊条件，在不烧毁任何东西的情况下准备伟大的食谱! ·烹饪不同的菜肴，如汉堡、薯条，甚至是寿司! 接受不同的挑战，向大家证明你的真正能力。·无论你想切菜、炒菜还是炸菜，都可以在你的虚拟厨房岛享受你的时间，并正确准备所有的食谱。欢迎来到 《美食岛：大胃王》 ！本作提供了一个独特的烹饪体验! 你可以在不同的岛屿上烹饪令人激动的菜肴。·适应岛上的特殊条件，在不烧毁任何东西的情况下准备伟大的食谱! ·烹饪不同的菜肴，如汉堡、薯条，甚至是寿司! 接受不同的挑战，向大家证明你的真正能力。·无论你想切菜、炒菜还是炸菜，都可以在你的虚拟厨房岛享受你的时间，并正确准备所有的食谱。,支持退款申请：PICO退款政策,分类：游戏,"标签：休闲, 卡通, 模拟","游戏形式：单人, 多人","语言：简体中文, 英语, 德语","使用范围：房间移动, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.15,更新日期：2022-4-6,大小：452.4 MB,开发者：VR Buddy Games,发行商：VR Buddy Games,开发者隐私政策：隐私政策,null,null,"权限：存储空间, 麦克风",美食岛：大胃王,2023-09-22 04:23:09,2023-09-22 04:25:21
年龄：8+,null,Squingle,"简介时空诞生之前只有扭曲螺旋——她需要你的帮助来创造宇宙！   “极具创意”-RoadToVR “像Rez, Thumper和Tetris Effect一样的大作” 9.1/10 – VR Italia “一款很棒的解谜游戏。”~ UploadVR “独特的解谜体验，精彩的视觉效果和音乐，出色的游戏性” 91%–VRgameCriteria   广受好评的螺旋迷幻解谜——扭曲螺旋是一个独特的多感官展示，你必须看到、听到和感觉到才会相信。   引导旋转球体通过100个精心制作的彩虹迷宫，扭曲和旋转，还可以和自己的幽灵比赛！   用不断变化的音乐声景和“自成一家的迷幻视觉”来解决巧妙的谜题。扭曲螺旋给你带来超越的体验。   在排行榜上竞争，打破世界纪录，并解锁所有的成就，以获得强烈的可复玩性。   看看玩家评论吧！   2021年Qld XR节日大奖:入围决赛 FIVARS:官方推荐时空诞生之前只有扭曲螺旋——她需要你的帮助来创造宇宙！   “极具创意”-RoadToVR “像Rez, Thumper和Tetris Effect一样的大作” 9.1/10 – VR Italia “一款很棒的解谜游戏。”~ UploadVR “独特的解谜体验，精彩的视觉效果和音乐，出色的游戏性” 91%–VRgameCriteria   广受好评的螺旋迷幻解谜——扭曲螺旋是一个独特的多感官展示，你必须看到、听到和感觉到才会相信。   引导旋转球体通过100个精心制作的彩虹迷宫，扭曲和旋转，还可以和自己的幽灵比赛！   用不断变化的音乐声景和“自成一家的迷幻视觉”来解决巧妙的谜题。扭曲螺旋给你带来超越的体验。   在排行榜上竞争，打破世界纪录，并解锁所有的成就，以获得强烈的可复玩性。   看看玩家评论吧！   2021年Qld XR节日大奖:入围决赛 FIVARS:官方推荐",支持退款申请：PICO退款政策,分类：游戏,"标签：解谜, 放松, 休闲",游戏形式：单人,"语言：意大利语, 法语, 西班牙语, 德语, 日语, 英语, 简体中文","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO Neo3 Eye, PICO Neo3 Pro, PICO 4 Pro",版本：2.0.8.ch,更新日期：2022-12-1,大小：402.6 MB,开发者：Squingle Studios,发行商：Squingle Studios,开发者隐私政策：隐私政策,null,开发者网站：https://squingle.com,"权限：存储空间, 相机, 麦克风",Squingle,2023-09-22 04:25:07,2023-09-22 04:26:50
null,不支持退款申请：PICO退款政策,Aery Dreamscape VR,简介在这款游戏中，你将扮演一个像鸟儿一样的精灵，穿过众人的记忆，探索那些不为人知的记忆，秘密和他们的想象力在这款游戏中，你将扮演一个像鸟儿一样的精灵，穿过众人的记忆，探索那些不为人知的记忆，秘密和他们的想象力,null,分类：游戏,"标签：放松, 探索, 模拟",游戏形式：单人,"语言：简体中文, 英语, 日语, 韩语","使用范围：原地站立, 原地坐姿","控制方式：6-DOF 手柄, 3-DOF 手柄","支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.0.11,更新日期：2022-10-12,大小：1.6 G,开发者：EpiXR Games,发行商：EpiXR Games,开发者隐私政策：隐私政策,null,开发者网站：https://www.epixrgames.com/,权限：存储空间,Aery Dreamscape VR,2023-09-22 04:25:53,2023-09-22 04:26:54
null,null,爆裂节奏,"简介「爆裂节奏」是一款挥舞拳头战斗的VR节奏动作游戏。
出拳时，有电子舞曲、摇滚乐、流行乐、民乐等其他多种类型的音乐可供选择。
在充满刺激的运动里发泄压力，消耗你的卡路里吧！

【游戏特色】
原创曲目：我们准备了38首倾注热情和灵魂的原创曲目。敬请期待更多的追加曲目！
可定制性：可以选择不同种类的护手和敌人！
运动效果：可以通过打击、回避、舞蹈等，进行适度的全身运动。

【游戏玩法】
『远程攻击』
按节奏出拳，击碎由远至近的音符吧！
出拳方法有直拳、勾拳、上勾拳等，可以按照当下的心情和压力随意选择。
有方向箭头的音符需要按照指定方向出拳哦！

『近战攻击』
敌人会在节节逼近的同时持续发出攻击。
在闪避中等待反击的机会吧！

『反击』
当反击的时机成熟了，就开始连续出拳打个痛快吧！
根据您心情和压力的不同，
可以选择连续出拳、连续下蹲、或连续旋转的反击方式。

【音符】
『硬音符』需要比通常更快的出拳才能将其破坏。
『防御音符』可以使用双手在前方交叉时出现的防护罩进行防御。

【模式】
『通常模式』将出现新追加的硬音符和防御音符。
『拳击模式』则和以往一样，不会出现硬音符和防御音符。「爆裂节奏」是一款挥舞拳头战斗的VR节奏动作游戏。
出拳时，有电子舞曲、摇滚乐、流行乐、民乐等其他多种类型的音乐可供选择。
在充满刺激的运动里发泄压力，消耗你的卡路里吧！

【游戏特色】
原创曲目：我们准备了38首倾注热情和灵魂的原创曲目。敬请期待更多的追加曲目！
可定制性：可以选择不同种类的护手和敌人！
运动效果：可以通过打击、回避、舞蹈等，进行适度的全身运动。

【游戏玩法】
『远程攻击』
按节奏出拳，击碎由远至近的音符吧！
出拳方法有直拳、勾拳、上勾拳等，可以按照当下的心情和压力随意选择。
有方向箭头的音符需要按照指定方向出拳哦！

『近战攻击』
敌人会在节节逼近的同时持续发出攻击。
在闪避中等待反击的机会吧！

『反击』
当反击的时机成熟了，就开始连续出拳打个痛快吧！
根据您心情和压力的不同，
可以选择连续出拳、连续下蹲、或连续旋转的反击方式。

【音符】
『硬音符』需要比通常更快的出拳才能将其破坏。
『防御音符』可以使用双手在前方交叉时出现的防护罩进行防御。

【模式】
『通常模式』将出现新追加的硬音符和防御音符。
『拳击模式』则和以往一样，不会出现硬音符和防御音符。",支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 运动, 休闲",游戏形式：单人,"语言：英语, 简体中文, 繁体中文, 俄语, 日语, 韩语","使用范围：房间移动, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO Neo3 Pro, PICO 4, PICO 4 Pro",版本：1.0.0,更新日期：2022-11-2,大小：1.6 G,开发者：gz.inc,发行商：gz.inc,开发者隐私政策：隐私政策,null,开发者网站：https://gzeal.co.jp/,权限：存储空间,爆裂节奏,2023-09-22 04:27:22,2023-09-22 04:29:52
年龄：16+,null,拳击联盟,简介欢迎来到《拳击联盟》。这是一款专为VR设计的街机风格单人拳击游戏。本游戏玩法直观，包括用身体移动、闪避进行百分百自由拳击格斗，而且主要玩法无需依靠按键。接受各种各样的拳击训练，挑战一系列具有不同战斗风格和玩法的角色，成为《Knockout League》的冠军！ 欢迎来到《拳击联盟》。这是一款专为VR设计的街机风格单人拳击游戏。本游戏玩法直观，包括用身体移动、闪避进行百分百自由拳击格斗，而且主要玩法无需依靠按键。接受各种各样的拳击训练，挑战一系列具有不同战斗风格和玩法的角色，成为《Knockout League》的冠军！ ,支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 运动, 卡通",游戏形式：单人,"语言：英语, 简体中文","使用范围：房间移动, 原地坐姿, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO 4, PICO 4 Pro",版本：1.0,更新日期：2022-9-8,大小：856.7 MB,开发者：Grab Games,发行商：Grab Games,开发者隐私政策：隐私政策,null,开发者网站：https://www.grabgames.com/,权限：存储空间,拳击联盟,2023-09-22 04:28:16,2023-09-22 04:30:07
年龄：12+,null,桌游派对,"简介欢迎来到梦幻般的棋盘游戏世界！
如果您想在 VR 中玩棋盘游戏，请立即下载 桌游派对！
您可以与每个人在美妙的虚拟空间中享受各种内容 以你想象的帅气模样。
在梦幻般的虚拟世界享受 国际象棋、积木堆积、韩国纸牌、黑白棋、游艇骰子的游戏吧！
如果没有一起玩的朋友吗？
你别担心！
您可以在虚拟世界中结交朋友并闲逛。
此外，还将增加更多的游戏和内容，敬请期待。
祝你玩得愉快！

特征：
- 单人游戏/多人游戏
- 10 种棋盘游戏：一张牌、游艇骰子、奥赛罗、国际象棋、西洋跳棋、拉米牌、杜松子拉米牌、掷柶游戏、五子棋、韩国将棋
- 3 种休闲游戏：叠积木、飞箭、打地鼠
- 语音聊天 、情感表达（表情符号）是可能的。欢迎来到梦幻般的棋盘游戏世界！
如果您想在 VR 中玩棋盘游戏，请立即下载 桌游派对！
您可以与每个人在美妙的虚拟空间中享受各种内容 以你想象的帅气模样。
在梦幻般的虚拟世界享受 国际象棋、积木堆积、韩国纸牌、黑白棋、游艇骰子的游戏吧！
如果没有一起玩的朋友吗？
你别担心！
您可以在虚拟世界中结交朋友并闲逛。
此外，还将增加更多的游戏和内容，敬请期待。
祝你玩得愉快！

特征：
- 单人游戏/多人游戏
- 10 种棋盘游戏：一张牌、游艇骰子、奥赛罗、国际象棋、西洋跳棋、拉米牌、杜松子拉米牌、掷柶游戏、五子棋、韩国将棋
- 3 种休闲游戏：叠积木、飞箭、打地鼠
- 语音聊天 、情感表达（表情符号）是可能的。",支持退款申请：PICO退款政策,分类：游戏,"标签：解谜, 社交, 休闲","游戏形式：多人, 单人",语言：简体中文,"使用范围：原地坐姿, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO 4 Pro, PICO 4, PICO Neo3, PICO Neo3 Pro",版本：1.0.1,更新日期：2023-6-19,大小：458.5 MB,开发者：DIVEXR,发行商：DIVEXR,开发者隐私政策：隐私政策,null,null,权限：麦克风,桌游派对,2023-09-22 04:28:50,2023-09-22 04:30:43
年龄：12+,null,异星入侵VR,简介《异星入侵VR》是一款为VR开发的弓弩塔防射击游戏，目标是抵挡异星生物，守卫水晶不被敌人摧毁。您将手持弓弩武器、发动技能，对抗从海陆空各处涌来的怪物。劲敌步步紧逼！全方位攻击花样来袭！能量水晶攻守之战一触即发！摸清那些异星生物所拥有的神秘力量，配合引爆道具，团结中立生物，守护属于你的VR世界吧！《异星入侵VR》是一款为VR开发的弓弩塔防射击游戏，目标是抵挡异星生物，守卫水晶不被敌人摧毁。您将手持弓弩武器、发动技能，对抗从海陆空各处涌来的怪物。劲敌步步紧逼！全方位攻击花样来袭！能量水晶攻守之战一触即发！摸清那些异星生物所拥有的神秘力量，配合引爆道具，团结中立生物，守护属于你的VR世界吧！,支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 冒险",游戏形式：单人,"语言：简体中文, 英语, 日语, 德语, 西班牙语, 法语, 意大利语, 泰语, 繁体中文","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo2, PICO Neo2 Wigig, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3",版本：2.0,更新日期：2020-8-27,大小：202.9 MB,开发者：Charming Game Studio,发行商：Charming Game Studio,开发者隐私政策：隐私政策,null,null,权限：存储空间,异星入侵VR,2023-09-22 04:32:10,2023-09-22 04:33:20
年龄：16+,null,《默者VR:无线版》,"简介《默者VR:无线版》帮你了却英雄梦！
化身侠客的你，将通过指引逐步学会各种技能。在你熟练掌握忍法四段跳和各种机制与武器的使用方法后，从此飞檐走壁，操纵时空 ，无论是刀、剑、弓 、暗器，还是高科技枪支，全都被你尽收囊中！遇神杀神 、 遇魔降魔不在话下！
游戏设计的初衷是希望给广大玩家带来一种超级无双的震撼感。无论是飞檐走壁，利用枪械在空中漫步射击敌人；还是瞬间移动，利用子弹时间来秒杀敌人。这些操作在 《默者VR:无线版》 都可以一一实现。
此外，游戏也设定了大量 RPG 的常有元素 ，例如开箱获宝、任务闯关、技能研发与升级，武器升级等等。定能让你流连忘返。《默者VR:无线版》帮你了却英雄梦！
化身侠客的你，将通过指引逐步学会各种技能。在你熟练掌握忍法四段跳和各种机制与武器的使用方法后，从此飞檐走壁，操纵时空 ，无论是刀、剑、弓 、暗器，还是高科技枪支，全都被你尽收囊中！遇神杀神 、 遇魔降魔不在话下！
游戏设计的初衷是希望给广大玩家带来一种超级无双的震撼感。无论是飞檐走壁，利用枪械在空中漫步射击敌人；还是瞬间移动，利用子弹时间来秒杀敌人。这些操作在 《默者VR:无线版》 都可以一一实现。
此外，游戏也设定了大量 RPG 的常有元素 ，例如开箱获宝、任务闯关、技能研发与升级，武器升级等等。定能让你流连忘返。",支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 角色扮演, 射击",游戏形式：单人,"语言：简体中文, 英语, 日语, 西班牙语, 韩语","使用范围：房间移动, 原地站立, 原地坐姿","控制方式：头控, 6-DOF 手柄","支持平台：PICO Neo2, PICO Neo2 Wigig, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.9.0,更新日期：2020-6-2,大小：1.8 G,开发者：Mixed Realms Pte Ltd,发行商：Mixed Realms Pte Ltd,开发者隐私政策：隐私政策,null,null,"权限：存储空间, 麦克风",《默者VR:无线版》,2023-09-22 04:31:41,2023-09-22 04:33:45
null,null,黑曜世界,简介黑曜世界是一款专为VR打造的动作节奏游戏，在游戏中你要根据节拍分节和射击，以击败来自其他世界的威胁。聆听着精心制作的背景音乐，沉浸在新世界中，训练你的身体和思想。用Flextime控制你认为合适的战斗节奏，在成为声音和空间的终极传奇的旅程中，找寻并解开宇宙的秘密。黑曜世界是一款专为VR打造的动作节奏游戏，在游戏中你要根据节拍分节和射击，以击败来自其他世界的威胁。聆听着精心制作的背景音乐，沉浸在新世界中，训练你的身体和思想。用Flextime控制你认为合适的战斗节奏，在成为声音和空间的终极传奇的旅程中，找寻并解开宇宙的秘密。,支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 射击, 音乐",游戏形式：单人,"语言：葡萄牙语, 韩语, 意大利语, 法语, 西班牙语, 德语, 日语, 英语, 简体中文",使用范围：房间移动,控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.1,更新日期：2023-2-19,大小：972.2 MB,开发者：SolarBlack,发行商：Andromeda Entertainment,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://solarblack.net/,权限：麦克风,黑曜世界,2023-09-22 04:33:47,2023-09-22 04:36:05
年龄：12+,null,幽灵信号,"简介《幽灵信号》是一款发生在《群星》宇宙的VR动作roguelite游戏。您将作为舰长，指挥您的飞船对抗众多外星种族。参与动态的星际战争，遭遇行星大小的生物，收集宝贵的战利品，展开研究，并且探索更多内容。每一次旅程都是独一无二的。您能否找到神秘的幽灵信号的来源？

星际大战
使用极光号的全套武装对抗敌方舰队。缴获或购买冷冻射线、原子导弹甚至天龙伙伴——一切由您选择。

升级与自定义
扫描外星生物，将其收入日志，研究多种科技树。非同时多人游戏使您可以打捞其他玩家遗弃的舰船，寻找珍贵物品。

永不结束的旅程
随机生成的地图让故事模式的每一次旅程都变得独一无二.

充满奇观的宇宙
作为极光号的舰长，在星系各地遭遇奇特的外星人，进入废弃的神庙，追踪似乎连死亡也无法使其中断的神秘信号。《幽灵信号》是一款发生在《群星》宇宙的VR动作roguelite游戏。您将作为舰长，指挥您的飞船对抗众多外星种族。参与动态的星际战争，遭遇行星大小的生物，收集宝贵的战利品，展开研究，并且探索更多内容。每一次旅程都是独一无二的。您能否找到神秘的幽灵信号的来源？

星际大战
使用极光号的全套武装对抗敌方舰队。缴获或购买冷冻射线、原子导弹甚至天龙伙伴——一切由您选择。

升级与自定义
扫描外星生物，将其收入日志，研究多种科技树。非同时多人游戏使您可以打捞其他玩家遗弃的舰船，寻找珍贵物品。

永不结束的旅程
随机生成的地图让故事模式的每一次旅程都变得独一无二.

充满奇观的宇宙
作为极光号的舰长，在星系各地遭遇奇特的外星人，进入废弃的神庙，追踪似乎连死亡也无法使其中断的神秘信号。",支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 冒险, 太空",游戏形式：单人,"语言：英语, 德语, 日语, 简体中文, 法语, 西班牙语, 韩语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4 Pro, PICO 4, PICO Neo3",版本：1.0.2,更新日期：2023-6-4,大小：1.7 G,开发者：Fast Travel Games & Windswept Interactive,发行商：Fast Travel Games,开发者隐私政策：隐私政策,null,开发者网站：https://www.fasttravelgames.com/,权限：存储空间,幽灵信号,2023-09-22 04:34:53,2023-09-22 04:37:49
年龄：12+,null,急速攀岩,"简介这是一个以极限运动攀岩为基础的VR闯关竞速游戏；游戏中穿插着不同的场景，不同的关卡难度让玩家体验，不管你用什么手段只要最快到达终点就是游戏的王者。从沙漠到冰川让玩家体验不同环境的攀岩乐趣，体验不同地形的攀岩难度；其中还有各式各样的机关阻碍玩家前进，但不要着急只要找准时机肯定能快速通过。
还等什么，赶紧来体验吧，我们在巅峰等你！！这是一个以极限运动攀岩为基础的VR闯关竞速游戏；游戏中穿插着不同的场景，不同的关卡难度让玩家体验，不管你用什么手段只要最快到达终点就是游戏的王者。从沙漠到冰川让玩家体验不同环境的攀岩乐趣，体验不同地形的攀岩难度；其中还有各式各样的机关阻碍玩家前进，但不要着急只要找准时机肯定能快速通过。
还等什么，赶紧来体验吧，我们在巅峰等你！！",支持退款申请：PICO退款政策,分类：游戏,"标签：运动, 竞速, 休闲",游戏形式：单人,语言：简体中文,使用范围：原地站立,控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO 4, PICO 4 Pro",版本：2.0.3,更新日期：2022-9-27,大小：345.0 MB,开发者：魔视互动科技有限公司,发行商：魔视互动科技有限公司,开发者隐私政策：隐私政策,null,null,权限：存储空间,急速攀岩,2023-09-22 04:36:17,2023-09-22 04:38:28
