Ord,Apk_Name,Matched_Apk_Name,Type,Url,Unity_Eye_Count,Unity_Head_Count,Unity_Environment_Count,Unity_Hand_Count,Unity_Body_Count,Unity_Face_Count,Unreal_Module_Names
139,妖怪捉迷藏Obakeidoro_1.0.15_FNAL,妖怪捉迷藏,Unity,http://www.ultizen.com/ObakeidoroPrivacyPolicy.htm,5,7,49,22,27,3,NUL
140,妙探闯通关Sam_and_Max_VR_1.0.2_FNAL,妙探闯通关：虚拟时刻,Unity,https://249724.selcdn.ru/public/Privacy-policy-FIBRUM.pdf,17,24,5,110,18,1,NUL
141,宇宙海盗Space_pirate_trainer_v2102_FAVTX(5.3.x),Space Pirate Trainer,Unity,http://www.i-illusions.com/privacy,25,20,46,119,79,23,NUL
142,宇航员木星失衡Yupitergrad_2.0.2_FNAL,宇航者：木星失衡,Unity,https://gamedust.co/privacy-policy,9,0,3,23,8,0,NUL
143,宇航者2_土星失衡 Yupitergrad_2_1.0.0_(min_5.5.0)_FNAL,宇航者2：土星失衡,Unity,https://gamedust.co/privacy-policy-ch,-1,-1,-1,-1,-1,-1,NUL
144,守卫者Defender_1.2_2_FNAL,Wonderglade,Unity,https://www.resolutiongames.com/privacy,69,7,5,9,1,0,NUL
145,守卫计划Space_Guardian_1.0_FNAL,Space Pirate Trainer,Unreal,http://www.i-illusions.com/privacy,NUL,NUL,NUL,NUL,NUL,NUL,"GeometryMode
Niagara
WebMMediaFactory
LevelSequenceEditor
FacialAnimationEditor
BspMode
NiagaraEditor
GooglePAD
MatineeToLevelSequence
PICOXRDPHMD
OnlineSubsystemGooglePlay
AutomationUtils
OodleDataCompressionFormat
GeometryCacheSequencer
ActorLayerUtilities
PICOXRDPInput
PaperSpriteSheetImporter
PhysXVehiclesEditor
OpenExrWrapper
TextureAlignMode
ChaosNiagara
NiagaraAnimNotifies
AISupportModule
UdpMessaging
ExampleDeviceProfileSelector
AndroidDeviceProfileSelector
SynthesisEditor
Paper2D
RuntimePhysXCooking
AndroidMediaFactory
SmartSnapping
Paper2DEditor
PluginUtils
AssetManagerEditor
PlatformCryptoOpenSSL
AndroidMediaEditor
MotoSynth
ResonanceAudioEditor
EditableMesh
Synthesis
ExrReaderGpu
MeshPaintingToolset
ProceduralMeshComponentEditor
GeometryCacheEd
AudioSynesthesia
SpeedTreeImporter
VariantManagerContentEditor
AudioSynesthesiaCore
TcpMessaging
GooglePADEditor
OnlineBlueprintSupport
ResonanceAudio
AlembicImporter
PICOXRMRC
ActorSequence
BackChannel
AudioCapture
ChaosCloth
CameraShakePreviewer
AppleImageUtils
MotoSynthEditor
ProceduralMeshComponent
MobilePatchingUtils
PICOXRInput
LightPropagationVolumeRuntime
AnimationSharingEd
PythonScriptPlugin
AndroidDeviceProfileSelectorRuntime
GeometricObjects
ActorSequenceEditor
CustomMeshComponent
PropertyAccessEditor
ArchVisCharacter
PICOXRHMD
MediaCompositing
ImgMedia
PlanarCut
TemplateSequence
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
ChunkDownloader
GameplayCameras
GeometryCacheStreamer
OnlineSubsystemNull
PaperTiledImporter
FractureEditor
ImgMediaEngine
PhysXVehicles
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
WebMMediaEditor
CharacterAI
NiagaraVertexFactories
AudioCaptureEditor
VariantManagerContent
TemplateSequenceEditor
PythonScriptPluginPreload
FacialAnimation
UObjectPlugin
AndroidPermission
OnlineSubsystem
MeshPaintEditorMode
PicoSpatialAudio
ImgMediaEditor
AutomationUtilsEditor
EnvironmentQueryEditor
AssetTags
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
MeshConversion
NiagaraCore
AnimationSharing
NiagaraEditorWidgets
PlatformCrypto
GeometryCache
OodleNetworkHandlerComponent
GeometryAlgorithms
GoogleCloudMessaging
NiagaraShader
ScreenshotTools
AudioSynesthesiaEditor
SignificanceManager
PicoSpatialAudioEditor
WebMMedia
LightPropagationVolumeEditor
ActorLayerUtilitiesEditor
AppleImageUtilsBlueprintSupport
CableComponent
PlatformCryptoTypes
SoundFields
GeometryCacheTracks
ChaosClothEditor
DatasmithContentEditor
DynamicMesh
AndroidMoviePlayer
"
146,守护者Guardians_1.1.1_FNAL_Guardians_1.1.1_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,14,47,24,215,73,3,NUL
147,守护者Guardians_1.1.2_HTS_Guardians_1.1.2_HTS,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,14,47,27,216,73,3,NUL
148,守望先锋 – 盗贼Larcenauts_1.42211_FNALPP_Larcenauts_1.42211_FNAL,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
149,安沙尔2：超速行驶（有com文件夹）_安沙尔2：超速行驶Anshar_2-Hyperdrive_201,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,11,13,48,45,20,32,NUL
150,完美棒球Totally_Baseball_2.5652_FNAL,完美棒球,Unity,https://viewerready.com/totally-privacy/,39,27,16,210,42,23,NUL
151,宝丽星晨Polystar_1.0_17_FNAL(5.3.x),VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"349203: No .uplugin file
"
152,实况钓鱼RealVrFishing_1.010 外服_RealVrFishing_1.010,实况钓鱼,Unity,https://www.realvrfishing.com/privacy-chinese,25,7,33,108,29,6,NUL
153,家中的刽子手Hangman_at_Home_1.4_FNAL(5.3.x),家中的刽子手,Unity,NUL,6,9,11,5,0,0,NUL
154,射箭对战Archery_Battle_1.0.3,Aery - Broken Memories VR,Unity,https://www.epixrgames.com/privacypolicy,4,11,2,33,8,0,NUL
155,小吃店的实习生Intern_at_the_Snack_Bar_1.5.8_(CN)_FNAL,小吃店的实习生,Unity,https://kdocs.cn/l/ctjn3eQtCGPr,0,0,0,6,0,3,NUL
156,小土豆大冒险Kartoffl_1.0.012_FNAL,Kartoffl,Unity,https://breachvr.com/privacy/kartoffl-cn/,6,5,0,25,2,0,NUL
157,小小运动会Realm_Sport_1.1.4_FNAL,小小运动,Unity,https://www.realm233.com/little-sports-policy.html,0,0,0,6,3,5,NUL
158,小怪兽：超级派对Little_Monster_Super_Party_CN_1.3.1_VTX,小怪兽：超级派对,Unity,NUL,7,45,48,46,11,0,NUL
159,小老鼠奎尔 2Moss-Book_II_1.0.3.109996_Moss-Book_II_1.0.3.109996_FNAL,Moss: Book II,Unreal,https://www.polyarcgames.com/cn/privacy,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
160,小鸟冒险合集_AeryVR_1.9.1_FNAL,Aery Dreamscape VR,Unity,https://www.epixrgames.com/privacypolicy,12,3,3,1,2,0,NUL
161,小鸟冒险合集_Aery：冷静的头脑 Aery-CalmMindVR_1.0.31_FNAL,Aery Calm Mind VR,Unity,https://www.epixrgames.com/privacypolicy,12,7,3,33,7,0,NUL
162,小鸟冒险合集_Aery：梦境 Aery-DreamscapeVR_1.0.1_FNAL,Aery Dreamscape VR,Unity,https://www.epixrgames.com/privacypolicy,12,7,3,33,7,0,NUL
163,小鸟冒险合集_Aery：破碎的记忆 Aery-BrokenMemoriesVR_1.0.3_FNAL,Aery - Broken Memories VR,Unity,https://www.epixrgames.com/privacypolicy,12,7,3,33,7,0,NUL
164,小鸟冒险合集_Aery：超越时间 Aery-BeyondTimeVR_1.0.3_FNAL,Aery - A Journey Beyond Time VR,Unity,https://www.epixrgames.com/privacypolicy,12,7,3,33,7,0,NUL
165,崩溃大陆Crashland_1.024_HTS,Cloudlands 2,Unity,http://futuretown.io/index.php/privacy-policy/,24,13,1,115,72,2,NUL
166,巴黎圣母院（有com文件夹）_Eternal_Notre-Dame_1.6.2_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,11,9,6,54,16,0,NUL
167,幻音骑士(5.6.x)_Synth_Riders_2.3.25.a2_FNAL,Synth Riders - 幻音骑士,Unity,https://synthridersvr.com/privacy-policy-cn,61,27,59,183,43,2,NUL
168,幽灵信号：群星游戏Ghost_Signal-A_Stellaris_Game_1.0.2_FNAL_Ghost_Signal-A_Stellaris_Game_1.0.2_FNAL,Beat Blaster,Unity,https://www.ivanovichgames.com/privacy.html,-1,-1,-1,-1,-1,-1,NUL
169,庄园惊魂Affected_The_Manor_FNAL(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,14,14,13,93,23,0,NUL
170,库贝街22-7号Arithmaze_Fun_House_2.3_FNAL,库贝街22-7号,Unity,NUL,69,11,4,11,2,0,NUL
171,废土时速Death_Lap_6.67_667_FNAL(5.3.x),废土时速,Unity,https://www.ozwe.com/privacy-policy/,75,20,24,96,13,1,NUL
172,废墟法师（有com文件夹）_RUINSMAGUS_1.1.0.159_FNAL,废墟法师,Unity,https://characterbank.atlassian.net/wiki/external/302743560/MWMwYzFkMjQyODc4NDk3M2I2MWRhYWFmY2NkNTRmMDc?atlOrigin=eyJpIjoiMDEzYzgyZmIxM2YzNGNhNTgzNTUzMTkxY2IzYzA1ZmYiLCJwIjoiYyJ9,12,3,5,120,47,2,NUL
173,建筑大师(5.6.x)_MasterBuilder_0.9.7.4_HTS,Beat Blaster,Unity,https://www.ivanovichgames.com/privacy.html,12,7,6,131,32,0,NUL
174,建筑大师MasterBuilder_0.9.6.7_FNAL,Beat Blaster,Unity,https://www.ivanovichgames.com/privacy.html,12,7,6,129,32,0,NUL
175,异星入侵_EnterVR_2.0,异星入侵VR,Unity,http://www.youmeishikong.com/privacy.html,3,5,14,30,12,1,NUL
176,异构之巅Apex_Construct_38_FNAL(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,2,27,8,34,15,1,NUL
177,彩虹六号Breachers_11.7.41_FNAL_Breachers_11.7.41_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,0,0,0,0,0,0,NUL
178,彩虹六号Breachers_12.0.24_FNAL_Breachers_12.0.24_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,-1,-1,-1,-1,-1,-1,NUL
179,彩虹反应堆：聚变Rainbow_Reactor-Fusion_1.0.29_FNAL,彩虹反应堆：聚变,Unity,http://tunermaxx.com/privacy-policy/,0,1,0,31,11,0,NUL
180,御风飞行2(5.6.x)_Windlands_2_1.0.4_FNAL_Windlands_2_1.0.4_FNAL,Cloudlands 2,Unity,http://futuretown.io/index.php/privacy-policy/,17,42,14,88,30,2,NUL
181,德米欧 地堡奇谭(5.6.x)_Demeo_1.30.215558_FNAL,Demeo: 地城奇谭,Unity,https://www.resolutiongames.com/privacy-policy-china,10,9,31,380,18,10,NUL
182,心松Ultimatecare_Sleephelper_4.0_(CN)_Ultimatecare_Sleephelper_4.0_(CN)_FNAL,MultiBrush,Unity,NUL,0,0,0,10,0,0,NUL
183,心跳女友千雅篇Heartbeat_Girlfriend_Qianya_Chapter_1.3.6_(CN)_FNAL,心跳女友千雅篇,Unity,NUL,0,1,0,13,0,0,NUL
184,忍者传说Ninja_Legends_1.0.11_29_(CN)_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,72,23,15,201,53,2,NUL
185,快乐厨房(5.6.x)_Cook-Out_1.13.213183_FNAL,快乐厨房,Unity,https://www.resolutiongames.com/privacy-policy-china,3,22,37,76,40,3,NUL
186,怒火 永恒遗迹Wrath-Aeon_of_Ruin_0.20_特殊_wrathxr-020,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"766212: no libUE4.so
817320: No main.obb.png
"
187,急速攀岩Rock_to_Top_2.0.3_(CN)_FNAL(5.3.x),急速攀岩,Unity,http://therewillbe.solutions/privacy-policy/,4,2,0,114,49,0,NUL
188,急速滑翔Rush_1.2.3_FNAL(5.3.x),急速滑翔,Unity,https://thebinarymill.com/privacy.php,18,16,25,172,30,0,NUL
189,恐怖大厅Dreadhalls_1.6.16_FNAL(5.3.x),Cosmodread,Unity,http://www.whitedoorgames.com/privacy.html,75,11,67,61,12,0,NUL
190,恐怖逃生Cosmodread_1.0.0.14_FAVTX(5.3.x),Cosmodread,Unity,http://www.whitedoorgames.com/privacy.html,69,17,29,51,25,1,NUL
191,恐怖酒吧Horror_Bar_1.0_1_FAVTX(5.3.x),恐怖酒吧,Unreal,https://www.horrorbarvr.com/,NUL,NUL,NUL,NUL,NUL,NUL,"GeometryMode
Niagara
WebMMediaFactory
LevelSequenceEditor
FacialAnimationEditor
BspMode
NiagaraEditor
GooglePAD
MatineeToLevelSequence
OnlineSubsystemGooglePlay
AutomationUtils
GeometryCacheSequencer
ActorLayerUtilities
PaperSpriteSheetImporter
PhysXVehiclesEditor
OpenExrWrapper
TextureAlignMode
ChaosNiagara
NiagaraAnimNotifies
AISupportModule
UdpMessaging
ExampleDeviceProfileSelector
AndroidDeviceProfileSelector
SynthesisEditor
Paper2D
RuntimePhysXCooking
AndroidMediaFactory
SmartSnapping
Paper2DEditor
PluginUtils
AssetManagerEditor
PlatformCryptoOpenSSL
AndroidMediaEditor
PicoMobile
MotoSynth
EditableMesh
Synthesis
ExrReaderGpu
MeshPaintingToolset
ProceduralMeshComponentEditor
GeometryCacheEd
AudioSynesthesia
SpeedTreeImporter
VariantManagerContentEditor
AudioSynesthesiaCore
TcpMessaging
GooglePADEditor
NativizedAssets
OnlineBlueprintSupport
AlembicImporter
ActorSequence
BackChannel
AudioCapture
ChaosCloth
AppleImageUtils
MotoSynthEditor
ProceduralMeshComponent
MobilePatchingUtils
LightPropagationVolumeRuntime
AnimationSharingEd
AndroidDeviceProfileSelectorRuntime
GeometricObjects
ActorSequenceEditor
CustomMeshComponent
PropertyAccessEditor
ArchVisCharacter
MediaCompositing
ImgMedia
PicoNeoController
PlanarCut
TemplateSequence
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
ChunkDownloader
GeometryCacheStreamer
OnlineSubsystemNull
PaperTiledImporter
FractureEditor
PhysXVehicles
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
WebMMediaEditor
CharacterAI
NiagaraVertexFactories
AudioCaptureEditor
VariantManagerContent
TemplateSequenceEditor
FacialAnimation
UObjectPlugin
AndroidPermission
OnlineSubsystem
MeshPaintEditorMode
ImgMediaEditor
AutomationUtilsEditor
EnvironmentQueryEditor
AssetTags
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
MeshConversion
NiagaraCore
AnimationSharing
NiagaraEditorWidgets
PlatformCrypto
GeometryCache
PicoMobileController
GeometryAlgorithms
GoogleCloudMessaging
NiagaraShader
ScreenshotTools
AudioSynesthesiaEditor
SignificanceManager
WebMMedia
LightPropagationVolumeEditor
ActorLayerUtilitiesEditor
AppleImageUtilsBlueprintSupport
CableComponent
PlatformCryptoTypes
SoundFields
GeometryCacheTracks
ChaosClothEditor
DatasmithContentEditor
DynamicMesh
AndroidMoviePlayer
"
192,悦然UFit(5.6.x)_UFit_5.0_(CN)_FNAL_UFit_5.0_(CN)_FNAL,悦燃 UFit,Unreal,NUL,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
193,愤怒的小鸟AR猪岛Angry_Birds_-_Isle_of_Pigs_3.3.179993_FNAL(5.3.x)(1),愤怒的小鸟VR: 猪之岛,Unity,https://www.resolutiongames.com/privacy,6,16,5,48,5,1,NUL
194,愤怒的小鸟AR猪岛Angry_Birds_-_Isle_of_Pigs_3.3.179993_FNAL(5.3.x),愤怒的小鸟VR: 猪之岛,Unity,https://www.resolutiongames.com/privacy,6,16,5,48,5,1,NUL
195,我们在家WeAreAtHome_1.0_VTX,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,6,9,11,5,0,0,NUL
196,我的世界Discovery_2.6.0.0_FNAL(5.3.x),Discovery,Unity,http://noowanda.com/privacypolicies/discovery-pico-privacypolicy.html,62,14,6,11,3,1,NUL
197,战地行动Operation_Warcade_1.72_33_FAVTX(5.3.x),Operation Warcade,Unity,https://www.ivanovichgames.com/privacy.html,15,5,4,78,6,1,NUL
198,战斗团体BattleGroupVR_V37_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,3,10,8,14,7,8,NUL
199,战斧传说Axegend_3.1.4_FNAL,战斧传说VR,Unity,http://api.mtaction.com/yd/youdong.html,2,27,0,150,23,10,NUL
200,战机大战Warplanes-WW1_Fighters_4.2.0.2_FNAL,SimplePlanes VR,Unity,https://jundroo.com/privacypolicychinese.html,15,12,7,49,21,1,NUL
201,战机大战Warplanes-WW1_Fighters_4.2.03,SimplePlanes VR,Unity,https://jundroo.com/privacypolicychinese.html,15,12,7,49,21,1,NUL
202,战机激战太平洋Warplanes-Battles_over_Pacific_1.3.0.7_FNAL(5.3.x),战机：激战太平洋,Unity,https://www.homenetgames.com/privacy-policy-vr/,15,14,7,47,24,1,NUL
203,战机空战英豪Warplane_Air_war_hero_3.1.8_318_VTX(5.3.x),战机：空战英豪,Unity,https://www.homenetgames.com/privacy-policy-vr/,15,12,6,49,21,1,NUL
204,战痕：朋克吧！女孩Battlescar_1.0_VTX(5.3.x),战痕：朋克吧！女孩,Unity,https://astreaimmersive.io/privacy-policy/,109,17,6,39,110,0,NUL
205,战锤 40K：战斗姐妹BattleSisters_1.2.5_BattleSisters_1.2.5,战锤40K：战斗修女,Unity,https://soulassembly.com/terms-of-service-cn/,9,31,7,169,48,9,NUL
206,房间击剑Facing_1.13,Mini Motor Racing X,Unreal,https://thebinarymill.com/privacy.php,NUL,NUL,NUL,NUL,NUL,NUL,"349203: No .uplugin file
"
207,打(5.6.x)_Beat_1.3.0_FNAL,Beat Blaster,Unity,https://www.ivanovichgames.com/privacy.html,0,0,0,2,0,0,NUL
208,扔水果VROlly_Power_Play_2.2_FNAL,PowerBeatsVR,Unity,https://www.powerbeatsvr.com/privacy-policy/,26,15,5,113,18,5,NUL
209,扫黑追缉令Crime_Cracker_6_FNAL(5.3.x),扫黑追缉令,Unity,https://www.hbx.plus/pico/CrimeCracker.html,0,11,0,32,1,0,NUL
210,抵抗Resist_1.0.184_184_FAVTX(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,0,15,6,79,11,7,NUL
211,拉夫林索斯Lavrynthos_1.15_FNAL,Synth Riders - 幻音骑士,Unreal,https://synthridersvr.com/privacy-policy-cn,NUL,NUL,NUL,NUL,NUL,NUL,"GeometryMode
WebMMediaFactory
LevelSequenceEditor
FacialAnimationEditor
BspMode
VaRest
BlueprintAssist
PICOXRDPHMD
ConcertSyncCore
SQLiteCore
AutomationUtils
OodleDataCompressionFormat
GeometryCacheSequencer
ActorLayerUtilities
PICOXRDPInput
OpenExrWrapper
TextureAlignMode
ExampleDeviceProfileSelector
AndroidDeviceProfileSelector
PluginUtils
AssetManagerEditor
PlatformCryptoOpenSSL
EditableMesh
ExrReaderGpu
MeshPaintingToolset
ProceduralMeshComponentEditor
GeometryCacheEd
VariantManagerContentEditor
OnlineBlueprintSupport
MultiUserClient
PICOXRMRC
ActorSequence
BlockoutToolsEditorPlugin
BackChannel
TakeSequencer
AppleImageUtils
ConcertTransport
ProceduralMeshComponent
MobilePatchingUtils
PICOXRInput
LightPropagationVolumeRuntime
AnimationSharingEd
PythonScriptPlugin
AndroidDeviceProfileSelectorRuntime
GeometricObjects
TakeTrackRecorders
ActorSequenceEditor
CustomMeshComponent
PropertyAccessEditor
PICOXRHMD
ImgMedia
TemplateSequence
OnlineSubsystemUtils
MultiUserClientLibrary
ImgMediaFactory
ChunkDownloader
GameplayCameras
GeometryCacheStreamer
ImgMediaEngine
DatasmithContent
WebMMediaEditor
ConcertSyncUI
BlockoutToolsPlugin
EditorScriptingUtilities
TakesCore
VariantManagerContent
TemplateSequenceEditor
PythonScriptPluginPreload
FacialAnimation
Concert
UObjectPlugin
AndroidPermission
OnlineSubsystem
MeshPaintEditorMode
TakeMovieScene
ImgMediaEditor
AutomationUtilsEditor
AssetTags
PlatformCryptoBCrypt
OnlineSubsystemPico
MeshConversion
AnimationSharing
PlatformCrypto
GeometryCache
OodleNetworkHandlerComponent
TakeRecorder
GeometryAlgorithms
ScreenshotTools
SignificanceManager
WebMMedia
LightPropagationVolumeEditor
ConcertSyncClient
ActorLayerUtilitiesEditor
AppleImageUtilsBlueprintSupport
TakeRecorderSources
PlatformCryptoTypes
SoundFields
GeometryCacheTracks
ConcertTakeRecorder
DatasmithContentEditor
DynamicMesh
VaRestEditor
"
212,拉面模拟器 一兰_IchiranVR_1.2.0,拉面模拟器:一兰,Unity,https://www.tricol.jp/en/privacy,66,11,2,53,6,8,NUL
213,拍击Cybrix_0.9.21_FNAL(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,11,4,5,49,16,0,NUL
214,拳击俱乐部The_Fight_3.02_VTX(5.3.x),拳击俱乐部,Unity,https://adam88stanley.github.io/cn,16,13,5,68,37,1,NUL
215,拳击联盟（有com文件夹）_Knockout_League_1.0_FNAL,Gravity League,Unreal,https://www.blue-duck-studios.com/chinese-privacy-policy,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
216,拳力方块Power_Punch_1.0.4_FNAL(5.3.x),PowerBeatsVR,Unity,https://www.powerbeatsvr.com/privacy-policy/,0,8,23,57,3,16,NUL
217,拳力方块VR Sucker_Punch_1.19_FNAL,拳力方块,Unity,https://www.suckerpunchvr.com/eula,11,4,7,69,17,0,NUL
218,拼图巡游Puzzling_Places_2.26_FNAL_Puzzling_Places_2.26_FNAL,拼图巡游,Unreal,https://www.realities.io/privacy-policy-zh,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
219,掘金者Cave_digger_riches_vr_v2.12_VTX(5.3.x),Aery - Broken Memories VR,Unity,https://www.epixrgames.com/privacypolicy,8,6,10,167,56,2,NUL
220,掠食Prey_VR_0.81_preyvr-v080-launcher,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"777123: no lib folder
766212: no libUE4.so
817320: No main.obb.png
"
221,掠食Prey_VR_0.81_preyvr-v081-pico,支持 PICO 体感追踪器绑在腿部即可追踪全身运动姿态已有体感追踪器，去配对,Unreal,NUL,NUL,NUL,NUL,NUL,NUL,NUL,"766212: no libUE4.so
817320: No main.obb.png
"
222,探索者：我的影子Seeker-My_Shadow_1.0.5.4_FNAL,寻求者：我的影子,Unity,NUL,0,5,0,63,4,0,NUL
223,摩登城迷案TheSecretOfRetropolis_0.6_VTX(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,14,23,5,105,53,0,NUL
224,敏捷模式Brisk_Square_0.878_FNAL,敏捷模式,Unity,https://outerlynx.com/brisk-square/privacy-chn/,1,11,5,149,15,1,NUL
225,数字世界MathWorld_VR_1.0_VTX(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,0,7,0,77,6,0,NUL
226,数学世界MathWorld_VR_3.0,数学世界 VR,Unity,https://skillprepare.com/privacy-chinese,0,8,0,82,8,0,NUL
227,方块主义cubism_1.6.1_236_VTX(5.3.x),方块主义,Unity,https://www.cubism-vr.com/termsandconditions.html,14,18,9,127,58,9,NUL
228,方寸幻境Reflection_0.0.4_FNAL,Operation Warcade,Unity,https://www.ivanovichgames.com/privacy.html,0,2,8,41,14,1,NUL
229,星尘Stardust_VR_1.3_VTX,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"WebMMediaFactory
FacialAnimationEditor
OnlineSubsystemGooglePlay
AutomationUtils
GeometryCacheSequencer
PaperSpriteSheetImporter
PhysXVehiclesEditor
OpenExrWrapper
UdpMessaging
AISupportModule
ExampleDeviceProfileSelector
AndroidDeviceProfileSelector
Paper2D
PlatformCryptoSwitch
RuntimePhysXCooking
AndroidMediaFactory
SmartSnapping
Paper2DEditor
PlatformCryptoOpenSSL
AssetManagerEditor
AndroidMediaEditor
PicoMobile
EditableMesh
ProceduralMeshComponentEditor
GeometryCacheEd
VariantManagerContentEditor
TcpMessaging
OnlineBlueprintSupport
AlembicImporter
ActorSequence
BackChannel
AudioCapture
AppleImageUtils
ProceduralMeshComponent
MobilePatchingUtils
LightPropagationVolumeRuntime
AnimationSharingEd
AndroidDeviceProfileSelectorRuntime
ActorSequenceEditor
CustomMeshComponent
ArchVisCharacter
MediaCompositing
ImgMedia
PicoNeoController
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
OnlineSubsystemNull
PaperTiledImporter
PhysXVehicles
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
WebMMediaEditor
CharacterAI
AudioCaptureEditor
VariantManagerContent
FacialAnimation
UObjectPlugin
AndroidPermission
OnlineSubsystem
ImgMediaEditor
AutomationUtilsEditor
AssetTags
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
AnimationSharing
PlatformCrypto
NetcodeUnitTest
GeometryCache
PicoMobileController
GoogleCloudMessaging
ScreenshotTools
SignificanceManager
WebMMedia
LightPropagationVolumeEditor
AdvancedSessions
AppleImageUtilsBlueprintSupport
CableComponent
PlatformCryptoTypes
GeometryCacheTracks
DatasmithContentEditor
AndroidMoviePlayer
"
230,星球大战 绝地武士2：绝地放逐者（特殊，英文）_绝地武士_JediKnight Il Outcast,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"766212: no libUE4.so
817320: No main.obb.png
"
231,星球大战_绝地武士Star_Wars-JK_Outcast_JK_Academy_1.1.8_JKXRCompanion_1.0PicoEA,Operation Warcade,Unity,https://www.ivanovichgames.com/privacy.html,0,0,0,4,1,0,NUL
232,星球大战_绝地武士Star_Wars-JK_Outcast_JK_Academy_1.1.8_jkxr-1.1.8-ea,Operation Warcade,Unreal,https://www.ivanovichgames.com/privacy.html,NUL,NUL,NUL,NUL,NUL,NUL,"766212: no libUE4.so
817320: No main.obb.png
"
233,星穹Vault_of_Stars_23.01.30_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,2,9,1,102,31,2,NUL
234,星际守望者（需要复制com文件夹）_星际守望者Larcenauts,星际守望者,Unreal,https://www.impulsegear.com/privacy-policy,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
235,星际巫师Star_Shaman_22.5.0_FNAL(5.3.x),星际巫师,Unity,http://starshaman.games/Star_shaman_EULA.html,72,10,16,138,20,2,NUL
236,智能谍影（有com文件夹）_Espire_1_1.7.26_FNAL,智能谍影: 潜行特攻 2（单人）,Unreal,https://bytedance.feishu.cn/docx/ZmhPdwLujopBQYx70aycuJUDnSd?from=from_copylink,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
237,暗影之门：麦克洛克之矿Shadowgate-The_Mines_of_Mythrok_0.0.56_FNAL(5.3.x),暗影之门 VR: 麦斯洛克之矿,Unity,https://www.zojoi.com/privacy-policy/,13,3,18,68,34,21,NUL
238,暗黑之剑Darksword_1.0.2_VTX_PICO_Darksword_1.0.2_VTX,暗黑之剑,Unreal,https://com2usroca.com/policy/privacy-policy/zh-CN,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
239,暮光之城 阴阳魔界（有com文件夹）_The_Twilight_Zone_4707_FNAL,阴阳魔界,Unity,https://www.twilightzonevr.com/privacy-policy-cn,1,21,4,34,54,8,NUL
240,暴走投篮JUST_HOOPS_1.4.491_FNAL,暴走投篮,Unity,https://realcast.io/privacy-CN/,124,45,39,94,24,3,NUL
241,暴走街区（有com文件夹）_STRIDE_1.5_VTX,暴走街区,Unreal,https://joyway.games/privacy-policy,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
